Year,Region,Index,Source,Sector,Sub-sector,Sub-sub-sector,Total,CO2eq,Unit
1990,Canada,0,National Inventory Total,,,,y,588.6028116,Mt
1990,Canada,1,Oil and Gas,,,,y,100.4586192,Mt
1990,Canada,2,Oil and Gas,Upstream Oil and Gas,,,y,80.56974571,Mt
1990,Canada,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,32.28388557,Mt
1990,Canada,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,21.04013617,Mt
1990,Canada,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,12.62694028,Mt
1990,Canada,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,,8.15407484,Mt
1990,Canada,7,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Frontier Oil Production,,0.259121058,Mt
1990,Canada,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",,y,15.13011208,Mt
1990,Canada,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction,,2.228305395,Mt
1990,Canada,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Upgrading,,8.375007189,Mt
1990,Canada,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",In-Situ,,4.526799496,Mt
1990,Canada,44,Coal Production,,,,,4.283807636,Mt
1990,Canada,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,12.11561189,Mt
1990,Canada,13,Oil and Gas,Downstream Oil and Gas,,,y,19.88887347,Mt
1990,Canada,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,18.28527111,Mt
1990,Canada,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,1.603602362,Mt
1990,Canada,16,Electricity,,,,,94.73460574,Mt
1990,Canada,17,Transport,,,,y,118.3920982,Mt
1990,Canada,18,Transport,Passenger Transport,,,y,79.67153263,Mt
1990,Canada,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,71.2504029,Mt
1990,Canada,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,8.421129731,Mt
1990,Canada,21,Transport,Freight Transport,,,y,30.57635691,Mt
1990,Canada,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,25.91172308,Mt
1990,Canada,23,Transport,Freight Transport,Aviation and Marine,,,4.66463383,Mt
1990,Canada,24,Transport,"Other: Recreational, Commercial and Residential",,,,8.1442087,Mt
1990,Canada,25,Heavy Industry,,,,y,98.84625225,Mt
1990,Canada,26,Heavy Industry,Mining,,,,7.170918603,Mt
1990,Canada,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,17.68955945,Mt
1990,Canada,28,Heavy Industry,Pulp and Paper,,,,15.16079731,Mt
1990,Canada,29,Heavy Industry,Iron and Steel,,,,16.68518443,Mt
1990,Canada,30,Heavy Industry,Cement,,,,10.18773923,Mt
1990,Canada,31,Heavy Industry,Lime and Gypsum,,,,2.841219013,Mt
1990,Canada,32,Heavy Industry,Chemicals and Fertilizers,,,,29.11083422,Mt
1990,Canada,45,"Light Manufacturing, Construction and Forest Resources",,,,y,31.49767706,Mt
1990,Canada,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,21.48077529,Mt
1990,Canada,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,6.961592536,Mt
1990,Canada,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,3.055309228,Mt
1990,Canada,33,Buildings,,,,y,72.09786394,Mt
1990,Canada,34,Buildings,Service Industry,,,,27.55339971,Mt
1990,Canada,35,Buildings,Residential,,,,44.54446424,Mt
1990,Canada,40,Waste,,,,y,18.9325931,Mt
1990,Canada,41,Waste,Solid Waste,,,,17.10068851,Mt
1990,Canada,42,Waste,Wastewater,,,,1.567018123,Mt
1990,Canada,43,Waste,Waste Incineration,,,,0.26488647,Mt
1990,Canada,36,Agriculture,,,,y,49.35929446,Mt
1990,Canada,37,Agriculture,On Farm Fuel Use,,,,8.219422892,Mt
1990,Canada,38,Agriculture,Crop Production,,,,10.38145015,Mt
1990,Canada,39,Agriculture,Animal Production,,,,30.75842142,Mt
1990,Newfoundland and Labrador,0,Provincial Inventory Total,,,,y,9.411243542,Mt
1990,Newfoundland and Labrador,1,Oil and Gas,,,,y,1.074097315,Mt
1990,Newfoundland and Labrador,2,Oil and Gas,Upstream Oil and Gas,,,y,1.37237E-06,Mt
1990,Newfoundland and Labrador,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,1.37237E-06,Mt
1990,Newfoundland and Labrador,7,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Frontier Oil Production,,1.37237E-06,Mt
1990,Newfoundland and Labrador,13,Oil and Gas,Downstream Oil and Gas,,,y,1.074095943,Mt
1990,Newfoundland and Labrador,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,1.074095943,Mt
1990,Newfoundland and Labrador,16,Electricity,,,,,1.642123454,Mt
1990,Newfoundland and Labrador,17,Transport,,,,y,2.701932488,Mt
1990,Newfoundland and Labrador,18,Transport,Passenger Transport,,,y,1.405113393,Mt
1990,Newfoundland and Labrador,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,1.185487697,Mt
1990,Newfoundland and Labrador,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,0.219625696,Mt
1990,Newfoundland and Labrador,21,Transport,Freight Transport,,,y,1.160115703,Mt
1990,Newfoundland and Labrador,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,0.349127521,Mt
1990,Newfoundland and Labrador,23,Transport,Freight Transport,Aviation and Marine,,,0.810988182,Mt
1990,Newfoundland and Labrador,24,Transport,"Other: Recreational, Commercial and Residential",,,,0.136703392,Mt
1990,Newfoundland and Labrador,25,Heavy Industry,,,,y,1.934920143,Mt
1990,Newfoundland and Labrador,26,Heavy Industry,Mining,,,,1.399003808,Mt
1990,Newfoundland and Labrador,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.001721571,Mt
1990,Newfoundland and Labrador,28,Heavy Industry,Pulp and Paper,,,,0.426993603,Mt
1990,Newfoundland and Labrador,29,Heavy Industry,Iron and Steel,,,,0.001332964,Mt
1990,Newfoundland and Labrador,30,Heavy Industry,Cement,,,,0.093539939,Mt
1990,Newfoundland and Labrador,31,Heavy Industry,Lime and Gypsum,,,,0.000594944,Mt
1990,Newfoundland and Labrador,32,Heavy Industry,Chemicals and Fertilizers,,,,0.011733314,Mt
1990,Newfoundland and Labrador,45,"Light Manufacturing, Construction and Forest Resources",,,,y,0.383031338,Mt
1990,Newfoundland and Labrador,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,0.056089002,Mt
1990,Newfoundland and Labrador,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,0.233604428,Mt
1990,Newfoundland and Labrador,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.093337909,Mt
1990,Newfoundland and Labrador,33,Buildings,,,,y,1.056727326,Mt
1990,Newfoundland and Labrador,34,Buildings,Service Industry,,,,0.328972492,Mt
1990,Newfoundland and Labrador,35,Buildings,Residential,,,,0.727754833,Mt
1990,Newfoundland and Labrador,40,Waste,,,,y,0.542011341,Mt
1990,Newfoundland and Labrador,41,Waste,Solid Waste,,,,0.484850568,Mt
1990,Newfoundland and Labrador,42,Waste,Wastewater,,,,0.031492627,Mt
1990,Newfoundland and Labrador,43,Waste,Waste Incineration,,,,0.025668146,Mt
1990,Newfoundland and Labrador,36,Agriculture,,,,y,0.076400137,Mt
1990,Newfoundland and Labrador,37,Agriculture,On Farm Fuel Use,,,,0.027605776,Mt
1990,Newfoundland and Labrador,38,Agriculture,Crop Production,,,,0.004083215,Mt
1990,Newfoundland and Labrador,39,Agriculture,Animal Production,,,,0.044711147,Mt
1990,Prince Edward Island,0,Provincial Inventory Total,,,,y,1.769561035,Mt
1990,Prince Edward Island,1,Oil and Gas,,,,y,5.83305E-07,Mt
1990,Prince Edward Island,2,Oil and Gas,Upstream Oil and Gas,,,y,5.83305E-07,Mt
1990,Prince Edward Island,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,5.83305E-07,Mt
1990,Prince Edward Island,16,Electricity,,,,,0.103674582,Mt
1990,Prince Edward Island,17,Transport,,,,y,0.535344651,Mt
1990,Prince Edward Island,18,Transport,Passenger Transport,,,y,0.368151503,Mt
1990,Prince Edward Island,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,0.354793399,Mt
1990,Prince Edward Island,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,0.013358103,Mt
1990,Prince Edward Island,21,Transport,Freight Transport,,,y,0.102072287,Mt
1990,Prince Edward Island,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,0.065916577,Mt
1990,Prince Edward Island,23,Transport,Freight Transport,Aviation and Marine,,,0.036155711,Mt
1990,Prince Edward Island,24,Transport,"Other: Recreational, Commercial and Residential",,,,0.065120861,Mt
1990,Prince Edward Island,25,Heavy Industry,,,,y,0.009077923,Mt
1990,Prince Edward Island,26,Heavy Industry,Mining,,,,0.003484485,Mt
1990,Prince Edward Island,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.00105142,Mt
1990,Prince Edward Island,28,Heavy Industry,Pulp and Paper,,,,0.001041702,Mt
1990,Prince Edward Island,29,Heavy Industry,Iron and Steel,,,,0.001041702,Mt
1990,Prince Edward Island,30,Heavy Industry,Cement,,,,0.001041702,Mt
1990,Prince Edward Island,31,Heavy Industry,Lime and Gypsum,,,,1.00666E-05,Mt
1990,Prince Edward Island,32,Heavy Industry,Chemicals and Fertilizers,,,,0.001406845,Mt
1990,Prince Edward Island,45,"Light Manufacturing, Construction and Forest Resources",,,,y,0.132766822,Mt
1990,Prince Edward Island,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,0.059547678,Mt
1990,Prince Edward Island,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,0.061262368,Mt
1990,Prince Edward Island,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.011956776,Mt
1990,Prince Edward Island,33,Buildings,,,,y,0.568842714,Mt
1990,Prince Edward Island,34,Buildings,Service Industry,,,,0.204887428,Mt
1990,Prince Edward Island,35,Buildings,Residential,,,,0.363955286,Mt
1990,Prince Edward Island,40,Waste,,,,y,0.066455898,Mt
1990,Prince Edward Island,41,Waste,Solid Waste,,,,0.055459132,Mt
1990,Prince Edward Island,42,Waste,Wastewater,,,,0.010980812,Mt
1990,Prince Edward Island,43,Waste,Waste Incineration,,,,1.59541E-05,Mt
1990,Prince Edward Island,36,Agriculture,,,,y,0.353397862,Mt
1990,Prince Edward Island,37,Agriculture,On Farm Fuel Use,,,,0.059350769,Mt
1990,Prince Edward Island,38,Agriculture,Crop Production,,,,0.080916242,Mt
1990,Prince Edward Island,39,Agriculture,Animal Production,,,,0.213130852,Mt
1990,Nova Scotia,0,Provincial Inventory Total,,,,y,19.34752325,Mt
1990,Nova Scotia,1,Oil and Gas,,,,y,0.716697525,Mt
1990,Nova Scotia,2,Oil and Gas,Upstream Oil and Gas,,,y,0.04864112,Mt
1990,Nova Scotia,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,0.04864112,Mt
1990,Nova Scotia,44,Coal Production,,,,,1.656379723,Mt
1990,Nova Scotia,13,Oil and Gas,Downstream Oil and Gas,,,y,0.668056405,Mt
1990,Nova Scotia,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,0.668056405,Mt
1990,Nova Scotia,16,Electricity,,,,,6.924279659,Mt
1990,Nova Scotia,17,Transport,,,,y,4.131156904,Mt
1990,Nova Scotia,18,Transport,Passenger Transport,,,y,2.621349965,Mt
1990,Nova Scotia,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,2.309855219,Mt
1990,Nova Scotia,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,0.311494746,Mt
1990,Nova Scotia,21,Transport,Freight Transport,,,y,1.25543442,Mt
1990,Nova Scotia,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,0.712679692,Mt
1990,Nova Scotia,23,Transport,Freight Transport,Aviation and Marine,,,0.542754728,Mt
1990,Nova Scotia,24,Transport,"Other: Recreational, Commercial and Residential",,,,0.254372519,Mt
1990,Nova Scotia,25,Heavy Industry,,,,y,1.061495306,Mt
1990,Nova Scotia,26,Heavy Industry,Mining,,,,0.183993345,Mt
1990,Nova Scotia,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.004299173,Mt
1990,Nova Scotia,28,Heavy Industry,Pulp and Paper,,,,0.421040965,Mt
1990,Nova Scotia,29,Heavy Industry,Iron and Steel,,,,0.079534593,Mt
1990,Nova Scotia,30,Heavy Industry,Cement,,,,0.293962948,Mt
1990,Nova Scotia,31,Heavy Industry,Lime and Gypsum,,,,0.00080118,Mt
1990,Nova Scotia,32,Heavy Industry,Chemicals and Fertilizers,,,,0.077863102,Mt
1990,Nova Scotia,45,"Light Manufacturing, Construction and Forest Resources",,,,y,0.630012262,Mt
1990,Nova Scotia,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,0.207669176,Mt
1990,Nova Scotia,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,0.269006208,Mt
1990,Nova Scotia,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.153336879,Mt
1990,Nova Scotia,33,Buildings,,,,y,2.955696379,Mt
1990,Nova Scotia,34,Buildings,Service Industry,,,,0.827925402,Mt
1990,Nova Scotia,35,Buildings,Residential,,,,2.127770976,Mt
1990,Nova Scotia,40,Waste,,,,y,0.720080752,Mt
1990,Nova Scotia,41,Waste,Solid Waste,,,,0.666027074,Mt
1990,Nova Scotia,42,Waste,Wastewater,,,,0.054053678,Mt
1990,Nova Scotia,36,Agriculture,,,,y,0.551724738,Mt
1990,Nova Scotia,37,Agriculture,On Farm Fuel Use,,,,0.13832218,Mt
1990,Nova Scotia,38,Agriculture,Crop Production,,,,0.063493391,Mt
1990,Nova Scotia,39,Agriculture,Animal Production,,,,0.349909167,Mt
1990,New Brunswick,0,Provincial Inventory Total,,,,y,16.07588121,Mt
1990,New Brunswick,1,Oil and Gas,,,,y,1.219134348,Mt
1990,New Brunswick,2,Oil and Gas,Upstream Oil and Gas,,,y,0.000220902,Mt
1990,New Brunswick,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,0.000199465,Mt
1990,New Brunswick,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,2.1437E-05,Mt
1990,New Brunswick,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,2.1437E-05,Mt
1990,New Brunswick,44,Coal Production,,,,,0.015143874,Mt
1990,New Brunswick,13,Oil and Gas,Downstream Oil and Gas,,,y,1.218913446,Mt
1990,New Brunswick,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,1.218913446,Mt
1990,New Brunswick,16,Electricity,,,,,6.01709502,Mt
1990,New Brunswick,17,Transport,,,,y,3.527490838,Mt
1990,New Brunswick,18,Transport,Passenger Transport,,,y,2.322492711,Mt
1990,New Brunswick,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,2.1018006,Mt
1990,New Brunswick,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,0.220692111,Mt
1990,New Brunswick,21,Transport,Freight Transport,,,y,0.99398833,Mt
1990,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,0.776272757,Mt
1990,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,,,0.217715573,Mt
1990,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,,,0.211009797,Mt
1990,New Brunswick,25,Heavy Industry,,,,y,1.816714189,Mt
1990,New Brunswick,26,Heavy Industry,Mining,,,,0.237552938,Mt
1990,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.094731669,Mt
1990,New Brunswick,28,Heavy Industry,Pulp and Paper,,,,1.326187155,Mt
1990,New Brunswick,29,Heavy Industry,Iron and Steel,,,,0.004001427,Mt
1990,New Brunswick,30,Heavy Industry,Cement,,,,0.004001427,Mt
1990,New Brunswick,31,Heavy Industry,Lime and Gypsum,,,,0.101686471,Mt
1990,New Brunswick,32,Heavy Industry,Chemicals and Fertilizers,,,,0.048553102,Mt
1990,New Brunswick,45,"Light Manufacturing, Construction and Forest Resources",,,,y,0.63425305,Mt
1990,New Brunswick,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,0.229991677,Mt
1990,New Brunswick,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,0.156340305,Mt
1990,New Brunswick,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.247921067,Mt
1990,New Brunswick,33,Buildings,,,,y,1.652410445,Mt
1990,New Brunswick,34,Buildings,Service Industry,,,,0.595253831,Mt
1990,New Brunswick,35,Buildings,Residential,,,,1.057156614,Mt
1990,New Brunswick,40,Waste,,,,y,0.684554714,Mt
1990,New Brunswick,41,Waste,Solid Waste,,,,0.63691324,Mt
1990,New Brunswick,42,Waste,Wastewater,,,,0.047641474,Mt
1990,New Brunswick,36,Agriculture,,,,y,0.509084731,Mt
1990,New Brunswick,37,Agriculture,On Farm Fuel Use,,,,0.079453767,Mt
1990,New Brunswick,38,Agriculture,Crop Production,,,,0.141561524,Mt
1990,New Brunswick,39,Agriculture,Animal Production,,,,0.28806944,Mt
1990,Quebec,0,Provincial Inventory Total,,,,y,84.29797941,Mt
1990,Quebec,1,Oil and Gas,,,,y,3.91460747,Mt
1990,Quebec,2,Oil and Gas,Upstream Oil and Gas,,,y,0.240923322,Mt
1990,Quebec,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,0.000245061,Mt
1990,Quebec,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,0.240678261,Mt
1990,Quebec,13,Oil and Gas,Downstream Oil and Gas,,,y,3.673684148,Mt
1990,Quebec,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,3.618415742,Mt
1990,Quebec,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,0.055268406,Mt
1990,Quebec,16,Electricity,,,,,1.529683169,Mt
1990,Quebec,17,Transport,,,,y,24.7159915,Mt
1990,Quebec,18,Transport,Passenger Transport,,,y,18.26648108,Mt
1990,Quebec,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,16.75576483,Mt
1990,Quebec,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,1.510716252,Mt
1990,Quebec,21,Transport,Freight Transport,,,y,4.998579602,Mt
1990,Quebec,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,4.098877157,Mt
1990,Quebec,23,Transport,Freight Transport,Aviation and Marine,,,0.899702445,Mt
1990,Quebec,24,Transport,"Other: Recreational, Commercial and Residential",,,,1.450930819,Mt
1990,Quebec,25,Heavy Industry,,,,y,25.27021835,Mt
1990,Quebec,26,Heavy Industry,Mining,,,,2.020768442,Mt
1990,Quebec,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,13.17248531,Mt
1990,Quebec,28,Heavy Industry,Pulp and Paper,,,,4.537127939,Mt
1990,Quebec,29,Heavy Industry,Iron and Steel,,,,1.270413601,Mt
1990,Quebec,30,Heavy Industry,Cement,,,,2.510015124,Mt
1990,Quebec,31,Heavy Industry,Lime and Gypsum,,,,0.507220155,Mt
1990,Quebec,32,Heavy Industry,Chemicals and Fertilizers,,,,1.252187776,Mt
1990,Quebec,45,"Light Manufacturing, Construction and Forest Resources",,,,y,5.583051198,Mt
1990,Quebec,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,3.740284879,Mt
1990,Quebec,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,1.277656213,Mt
1990,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.565110106,Mt
1990,Quebec,33,Buildings,,,,y,11.73233031,Mt
1990,Quebec,34,Buildings,Service Industry,,,,4.630609402,Mt
1990,Quebec,35,Buildings,Residential,,,,7.101720904,Mt
1990,Quebec,40,Waste,,,,y,4.471173349,Mt
1990,Quebec,41,Waste,Solid Waste,,,,4.019126061,Mt
1990,Quebec,42,Waste,Wastewater,,,,0.288119449,Mt
1990,Quebec,43,Waste,Waste Incineration,,,,0.163927839,Mt
1990,Quebec,36,Agriculture,,,,y,7.080924069,Mt
1990,Quebec,37,Agriculture,On Farm Fuel Use,,,,0.553748026,Mt
1990,Quebec,38,Agriculture,Crop Production,,,,1.525054765,Mt
1990,Quebec,39,Agriculture,Animal Production,,,,5.002121279,Mt
1990,Ontario,0,Provincial Inventory Total,,,,y,179.1267395,Mt
1990,Ontario,1,Oil and Gas,,,,y,10.25718676,Mt
1990,Ontario,2,Oil and Gas,Upstream Oil and Gas,,,y,3.295796976,Mt
1990,Ontario,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,0.271238449,Mt
1990,Ontario,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,0.058463283,Mt
1990,Ontario,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,0.058463283,Mt
1990,Ontario,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,2.966095244,Mt
1990,Ontario,13,Oil and Gas,Downstream Oil and Gas,,,y,6.961389784,Mt
1990,Ontario,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,6.539155385,Mt
1990,Ontario,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,0.422234399,Mt
1990,Ontario,16,Electricity,,,,,25.9878921,Mt
1990,Ontario,17,Transport,,,,y,41.73938768,Mt
1990,Ontario,18,Transport,Passenger Transport,,,y,30.34397394,Mt
1990,Ontario,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,27.69577852,Mt
1990,Ontario,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,2.648195422,Mt
1990,Ontario,21,Transport,Freight Transport,,,y,8.984484817,Mt
1990,Ontario,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,8.28681733,Mt
1990,Ontario,23,Transport,Freight Transport,Aviation and Marine,,,0.697667487,Mt
1990,Ontario,24,Transport,"Other: Recreational, Commercial and Residential",,,,2.410928928,Mt
1990,Ontario,25,Heavy Industry,,,,y,43.48277526,Mt
1990,Ontario,26,Heavy Industry,Mining,,,,1.12616497,Mt
1990,Ontario,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,1.505589097,Mt
1990,Ontario,28,Heavy Industry,Pulp and Paper,,,,3.259195113,Mt
1990,Ontario,29,Heavy Industry,Iron and Steel,,,,15.01925819,Mt
1990,Ontario,30,Heavy Industry,Cement,,,,4.612711299,Mt
1990,Ontario,31,Heavy Industry,Lime and Gypsum,,,,1.711784588,Mt
1990,Ontario,32,Heavy Industry,Chemicals and Fertilizers,,,,16.24807201,Mt
1990,Ontario,45,"Light Manufacturing, Construction and Forest Resources",,,,y,12.87587647,Mt
1990,Ontario,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,9.921211147,Mt
1990,Ontario,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,2.677417305,Mt
1990,Ontario,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.277248018,Mt
1990,Ontario,33,Buildings,,,,y,27.50191213,Mt
1990,Ontario,34,Buildings,Service Industry,,,,9.800457567,Mt
1990,Ontario,35,Buildings,Residential,,,,17.70145456,Mt
1990,Ontario,40,Waste,,,,y,6.577835581,Mt
1990,Ontario,41,Waste,Solid Waste,,,,5.912067038,Mt
1990,Ontario,42,Waste,Wastewater,,,,0.601911638,Mt
1990,Ontario,43,Waste,Waste Incineration,,,,0.063856905,Mt
1990,Ontario,36,Agriculture,,,,y,10.70387349,Mt
1990,Ontario,37,Agriculture,On Farm Fuel Use,,,,1.303172652,Mt
1990,Ontario,38,Agriculture,Crop Production,,,,2.385805499,Mt
1990,Ontario,39,Agriculture,Animal Production,,,,7.014895342,Mt
1990,Manitoba,0,Provincial Inventory Total,,,,y,18.04248786,Mt
1990,Manitoba,1,Oil and Gas,,,,y,1.436786209,Mt
1990,Manitoba,2,Oil and Gas,Upstream Oil and Gas,,,y,1.391111385,Mt
1990,Manitoba,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,0.230299718,Mt
1990,Manitoba,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,0.230299718,Mt
1990,Manitoba,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,1.160811666,Mt
1990,Manitoba,13,Oil and Gas,Downstream Oil and Gas,,,y,0.045674825,Mt
1990,Manitoba,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,0.000054865,Mt
1990,Manitoba,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,0.04561996,Mt
1990,Manitoba,16,Electricity,,,,,0.523619992,Mt
1990,Manitoba,17,Transport,,,,y,5.032479403,Mt
1990,Manitoba,18,Transport,Passenger Transport,,,y,3.096624342,Mt
1990,Manitoba,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,2.65219639,Mt
1990,Manitoba,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,0.444427952,Mt
1990,Manitoba,21,Transport,Freight Transport,,,y,1.471875266,Mt
1990,Manitoba,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,1.372507475,Mt
1990,Manitoba,23,Transport,Freight Transport,Aviation and Marine,,,0.099367791,Mt
1990,Manitoba,24,Transport,"Other: Recreational, Commercial and Residential",,,,0.463979796,Mt
1990,Manitoba,25,Heavy Industry,,,,y,1.444859649,Mt
1990,Manitoba,26,Heavy Industry,Mining,,,,0.151863273,Mt
1990,Manitoba,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.336635779,Mt
1990,Manitoba,28,Heavy Industry,Pulp and Paper,,,,0.26093759,Mt
1990,Manitoba,29,Heavy Industry,Iron and Steel,,,,0.051832444,Mt
1990,Manitoba,30,Heavy Industry,Cement,,,,0.226054409,Mt
1990,Manitoba,31,Heavy Industry,Lime and Gypsum,,,,0.10332605,Mt
1990,Manitoba,32,Heavy Industry,Chemicals and Fertilizers,,,,0.314210104,Mt
1990,Manitoba,45,"Light Manufacturing, Construction and Forest Resources",,,,y,0.76766079,Mt
1990,Manitoba,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,0.424847421,Mt
1990,Manitoba,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,0.309424047,Mt
1990,Manitoba,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.033389322,Mt
1990,Manitoba,33,Buildings,,,,y,3.104022889,Mt
1990,Manitoba,34,Buildings,Service Industry,,,,1.441815062,Mt
1990,Manitoba,35,Buildings,Residential,,,,1.662207827,Mt
1990,Manitoba,40,Waste,,,,y,0.797619774,Mt
1990,Manitoba,41,Waste,Solid Waste,,,,0.72766681,Mt
1990,Manitoba,42,Waste,Wastewater,,,,0.069538221,Mt
1990,Manitoba,43,Waste,Waste Incineration,,,,0.000414743,Mt
1990,Manitoba,36,Agriculture,,,,y,4.935439149,Mt
1990,Manitoba,37,Agriculture,On Farm Fuel Use,,,,0.823994564,Mt
