Year,Region,Index,Source,Sector,Sub-sector,Sub-sub-sector,Total,CO2eq,Unit
2003,Newfoundland and Labrador,21,Transport,Freight Transport,,,y,1568.480203,kt
2003,Newfoundland and Labrador,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,614.2926111,kt
2003,Newfoundland and Labrador,23,Transport,Freight Transport,Aviation and Marine,,,954.1875917,kt
2003,Newfoundland and Labrador,24,Transport,"Other: Recreational, Commercial and Residential",,,,225.0064611,kt
2003,Newfoundland and Labrador,25,Heavy Industry,,,,y,1675.028886,kt
2003,Newfoundland and Labrador,26,Heavy Industry,Mining,,,,1395.920467,kt
2003,Newfoundland and Labrador,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.831131625,kt
2003,Newfoundland and Labrador,28,Heavy Industry,Pulp and Paper,,,,270.1172248,kt
2003,Newfoundland and Labrador,29,Heavy Industry,Iron and Steel,,,,0.661631623,kt
2003,Newfoundland and Labrador,30,Heavy Industry,Cement,,,,0.661631623,kt
2003,Newfoundland and Labrador,31,Heavy Industry,Lime and Gypsum,,,,0.341199683,kt
2003,Newfoundland and Labrador,32,Heavy Industry,Chemicals and Fertilizers,,,,6.495598971,kt
2003,Newfoundland and Labrador,45,"Light Manufacturing, Construction and Forest Resources",,,,y,225.1302273,kt
2003,Newfoundland and Labrador,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,41.21709861,kt
2003,Newfoundland and Labrador,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,122.5989775,kt
2003,Newfoundland and Labrador,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,61.31415122,kt
2003,Newfoundland and Labrador,33,Buildings,,,,y,1086.434564,kt
2003,Newfoundland and Labrador,34,Buildings,Service Industry,,,,552.0458963,kt
2003,Newfoundland and Labrador,35,Buildings,Residential,,,,534.3886674,kt
2003,Newfoundland and Labrador,40,Waste,,,,y,639.6558832,kt
2003,Newfoundland and Labrador,41,Waste,Solid Waste,,,,586.9253865,kt
2003,Newfoundland and Labrador,42,Waste,Wastewater,,,,29.10549846,kt
2003,Newfoundland and Labrador,43,Waste,Waste Incineration,,,,23.62499817,kt
2003,Newfoundland and Labrador,36,Agriculture,,,,y,93.06747301,kt
2003,Newfoundland and Labrador,37,Agriculture,On Farm Fuel Use,,,,15.18695613,kt
2003,Newfoundland and Labrador,38,Agriculture,Crop Production,,,,22.87195329,kt
2003,Newfoundland and Labrador,39,Agriculture,Animal Production,,,,55.00856359,kt
2003,Prince Edward Island,0,Provincial Inventory Total,,,,y,1948.757603,kt
2003,Prince Edward Island,1,Oil and Gas,,,,y,0.000697415,kt
2003,Prince Edward Island,2,Oil and Gas,Upstream Oil and Gas,,,y,0.000697415,kt
2003,Prince Edward Island,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,0.000697415,kt
2003,Prince Edward Island,16,Electricity,,,,,36.6950011,kt
2003,Prince Edward Island,17,Transport,,,,y,711.8928773,kt
2003,Prince Edward Island,18,Transport,Passenger Transport,,,y,475.6408515,kt
2003,Prince Edward Island,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,466.0191148,kt
2003,Prince Edward Island,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,9.621736771,kt
2003,Prince Edward Island,21,Transport,Freight Transport,,,y,171.1255642,kt
2003,Prince Edward Island,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,125.0375547,kt
2003,Prince Edward Island,23,Transport,Freight Transport,Aviation and Marine,,,46.08800954,kt
2003,Prince Edward Island,24,Transport,"Other: Recreational, Commercial and Residential",,,,65.12646146,kt
2003,Prince Edward Island,25,Heavy Industry,,,,y,2.361276228,kt
2003,Prince Edward Island,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.311169173,kt
2003,Prince Edward Island,28,Heavy Industry,Pulp and Paper,,,,0.306805268,kt
2003,Prince Edward Island,29,Heavy Industry,Iron and Steel,,,,0.288569173,kt
2003,Prince Edward Island,30,Heavy Industry,Cement,,,,0.288569173,kt
2003,Prince Edward Island,31,Heavy Industry,Lime and Gypsum,,,,0.0226,kt
2003,Prince Edward Island,32,Heavy Industry,Chemicals and Fertilizers,,,,1.143563441,kt
2003,Prince Edward Island,45,"Light Manufacturing, Construction and Forest Resources",,,,y,194.6309117,kt
2003,Prince Edward Island,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,143.1400201,kt
2003,Prince Edward Island,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,46.55350953,kt
2003,Prince Edward Island,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,4.937381996,kt
2003,Prince Edward Island,33,Buildings,,,,y,520.5822862,kt
2003,Prince Edward Island,34,Buildings,Service Industry,,,,217.534465,kt
2003,Prince Edward Island,35,Buildings,Residential,,,,303.0478213,kt
2003,Prince Edward Island,40,Waste,,,,y,101.2629599,kt
2003,Prince Edward Island,41,Waste,Solid Waste,,,,77.54765234,kt
2003,Prince Edward Island,42,Waste,Wastewater,,,,23.65387328,kt
2003,Prince Edward Island,43,Waste,Waste Incineration,,,,0.061434236,kt
2003,Prince Edward Island,36,Agriculture,,,,y,381.3315929,kt
2003,Prince Edward Island,37,Agriculture,On Farm Fuel Use,,,,56.77515988,kt
2003,Prince Edward Island,38,Agriculture,Crop Production,,,,105.8240627,kt
2003,Prince Edward Island,39,Agriculture,Animal Production,,,,218.7323703,kt
2003,Nova Scotia,0,Provincial Inventory Total,,,,y,21895.69201,kt
2003,Nova Scotia,1,Oil and Gas,,,,y,1644.868183,kt
2003,Nova Scotia,2,Oil and Gas,Upstream Oil and Gas,,,y,727.6981111,kt
2003,Nova Scotia,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,707.2670853,kt
2003,Nova Scotia,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,3.61052E-06,kt
2003,Nova Scotia,7,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Frontier Oil Production,,3.61052E-06,kt
2003,Nova Scotia,44,Coal Production,,,,,501.9974972,kt
2003,Nova Scotia,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,20.43102216,kt
2003,Nova Scotia,13,Oil and Gas,Downstream Oil and Gas,,,y,917.1700718,kt
2003,Nova Scotia,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,916.8275598,kt
2003,Nova Scotia,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,0.342512075,kt
2003,Nova Scotia,16,Electricity,,,,,8548.287373,kt
2003,Nova Scotia,17,Transport,,,,y,5039.857038,kt
2003,Nova Scotia,18,Transport,Passenger Transport,,,y,3053.605314,kt
2003,Nova Scotia,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,2714.875483,kt
2003,Nova Scotia,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,338.729831,kt
2003,Nova Scotia,21,Transport,Freight Transport,,,y,1627.357077,kt
2003,Nova Scotia,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,1016.275001,kt
2003,Nova Scotia,23,Transport,Freight Transport,Aviation and Marine,,,611.0820756,kt
2003,Nova Scotia,24,Transport,"Other: Recreational, Commercial and Residential",,,,358.8946467,kt
2003,Nova Scotia,25,Heavy Industry,,,,y,1034.377794,kt
2003,Nova Scotia,26,Heavy Industry,Mining,,,,312.2718199,kt
2003,Nova Scotia,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,2.14550767,kt
2003,Nova Scotia,28,Heavy Industry,Pulp and Paper,,,,283.8145612,kt
2003,Nova Scotia,29,Heavy Industry,Iron and Steel,,,,1.919507667,kt
2003,Nova Scotia,30,Heavy Industry,Cement,,,,371.9191053,kt
2003,Nova Scotia,31,Heavy Industry,Lime and Gypsum,,,,0.36074513,kt
2003,Nova Scotia,32,Heavy Industry,Chemicals and Fertilizers,,,,61.94654692,kt
2003,Nova Scotia,45,"Light Manufacturing, Construction and Forest Resources",,,,y,553.8601399,kt
2003,Nova Scotia,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,289.1912174,kt
2003,Nova Scotia,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,167.9729597,kt
2003,Nova Scotia,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,96.69596271,kt
2003,Nova Scotia,33,Buildings,,,,y,3273.740209,kt
2003,Nova Scotia,34,Buildings,Service Industry,,,,1222.318295,kt
2003,Nova Scotia,35,Buildings,Residential,,,,2051.421915,kt
2003,Nova Scotia,40,Waste,,,,y,755.2760074,kt
2003,Nova Scotia,41,Waste,Solid Waste,,,,697.4290443,kt
2003,Nova Scotia,42,Waste,Wastewater,,,,57.8469631,kt
2003,Nova Scotia,36,Agriculture,,,,y,543.4277684,kt
2003,Nova Scotia,37,Agriculture,On Farm Fuel Use,,,,125.1700353,kt
2003,Nova Scotia,38,Agriculture,Crop Production,,,,40.30758706,kt
2003,Nova Scotia,39,Agriculture,Animal Production,,,,377.9501461,kt
2003,New Brunswick,0,Provincial Inventory Total,,,,y,20732.14736,kt
2003,New Brunswick,1,Oil and Gas,,,,y,2507.195717,kt
2003,New Brunswick,2,Oil and Gas,Upstream Oil and Gas,,,y,13.43452079,kt
2003,New Brunswick,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,0.815853737,kt
2003,New Brunswick,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,0.138653033,kt
2003,New Brunswick,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,0.138653033,kt
2003,New Brunswick,44,Coal Production,,,,,6.659186752,kt
2003,New Brunswick,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,12.48001402,kt
2003,New Brunswick,13,Oil and Gas,Downstream Oil and Gas,,,y,2493.761196,kt
2003,New Brunswick,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,2491.48527,kt
2003,New Brunswick,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,2.275926181,kt
2003,New Brunswick,16,Electricity,,,,,8722.998212,kt
2003,New Brunswick,17,Transport,,,,y,4269.434267,kt
2003,New Brunswick,18,Transport,Passenger Transport,,,y,2494.164256,kt
2003,New Brunswick,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,2199.752887,kt
2003,New Brunswick,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,294.4113695,kt
2003,New Brunswick,21,Transport,Freight Transport,,,y,1315.14882,kt
2003,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,1081.88081,kt
2003,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,,,233.26801,kt
2003,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,,,460.1211904,kt
2003,New Brunswick,25,Heavy Industry,,,,y,1656.602976,kt
2003,New Brunswick,26,Heavy Industry,Mining,,,,312.0803178,kt
2003,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,85.15906925,kt
2003,New Brunswick,28,Heavy Industry,Pulp and Paper,,,,947.952454,kt
2003,New Brunswick,29,Heavy Industry,Iron and Steel,,,,2.122195783,kt
2003,New Brunswick,30,Heavy Industry,Cement,,,,2.122195783,kt
2003,New Brunswick,31,Heavy Industry,Lime and Gypsum,,,,136.2634697,kt
2003,New Brunswick,32,Heavy Industry,Chemicals and Fertilizers,,,,170.903274,kt
2003,New Brunswick,45,"Light Manufacturing, Construction and Forest Resources",,,,y,738.581803,kt
2003,New Brunswick,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,406.0593607,kt
2003,New Brunswick,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,126.8360753,kt
2003,New Brunswick,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,205.686367,kt
2003,New Brunswick,33,Buildings,,,,y,1413.787799,kt
2003,New Brunswick,34,Buildings,Service Industry,,,,691.0901475,kt
2003,New Brunswick,35,Buildings,Residential,,,,722.697652,kt
2003,New Brunswick,40,Waste,,,,y,851.2896573,kt
2003,New Brunswick,41,Waste,Solid Waste,,,,780.7663023,kt
2003,New Brunswick,42,Waste,Wastewater,,,,70.49116597,kt
2003,New Brunswick,43,Waste,Waste Incineration,,,,0.032189058,kt
2003,New Brunswick,36,Agriculture,,,,y,565.59774,kt
2003,New Brunswick,37,Agriculture,On Farm Fuel Use,,,,76.62129796,kt
2003,New Brunswick,38,Agriculture,Crop Production,,,,176.0976068,kt
2003,New Brunswick,39,Agriculture,Animal Production,,,,312.8788353,kt
2003,Quebec,0,Provincial Inventory Total,,,,y,89108.50478,kt
2003,Quebec,1,Oil and Gas,,,,y,3958.13693,kt
2003,Quebec,2,Oil and Gas,Upstream Oil and Gas,,,y,397.1541168,kt
2003,Quebec,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,0.2796192,kt
2003,Quebec,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,396.8744976,kt
2003,Quebec,13,Oil and Gas,Downstream Oil and Gas,,,y,3560.982813,kt
2003,Quebec,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,3496.305988,kt
2003,Quebec,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,64.67682519,kt
2003,Quebec,16,Electricity,,,,,1972.089231,kt
2003,Quebec,17,Transport,,,,y,29923.07576,kt
2003,Quebec,18,Transport,Passenger Transport,,,y,20239.03562,kt
2003,Quebec,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,18771.33428,kt
2003,Quebec,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,1467.701337,kt
2003,Quebec,21,Transport,Freight Transport,,,y,7139.628409,kt
2003,Quebec,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,6117.01616,kt
2003,Quebec,23,Transport,Freight Transport,Aviation and Marine,,,1022.612249,kt
2003,Quebec,24,Transport,"Other: Recreational, Commercial and Residential",,,,2544.411735,kt
2003,Quebec,25,Heavy Industry,,,,y,21260.65415,kt
2003,Quebec,26,Heavy Industry,Mining,,,,2532.185265,kt
2003,Quebec,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,10067.01366,kt
2003,Quebec,28,Heavy Industry,Pulp and Paper,,,,3269.517452,kt
2003,Quebec,29,Heavy Industry,Iron and Steel,,,,1013.127543,kt
2003,Quebec,30,Heavy Industry,Cement,,,,2291.141854,kt
2003,Quebec,31,Heavy Industry,Lime and Gypsum,,,,737.0162481,kt
2003,Quebec,32,Heavy Industry,Chemicals and Fertilizers,,,,1350.652122,kt
2003,Quebec,45,"Light Manufacturing, Construction and Forest Resources",,,,y,4742.790133,kt
2003,Quebec,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,2946.186534,kt
2003,Quebec,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,1276.835273,kt
2003,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,519.7683255,kt
2003,Quebec,33,Buildings,,,,y,13677.73928,kt
2003,Quebec,34,Buildings,Service Industry,,,,7496.023656,kt
2003,Quebec,35,Buildings,Residential,,,,6181.715625,kt
2003,Quebec,40,Waste,,,,y,5507.805149,kt
2003,Quebec,41,Waste,Solid Waste,,,,4988.593155,kt
2003,Quebec,42,Waste,Wastewater,,,,324.0386279,kt
2003,Quebec,43,Waste,Waste Incineration,,,,195.1733659,kt
2003,Quebec,36,Agriculture,,,,y,8066.214148,kt
2003,Quebec,37,Agriculture,On Farm Fuel Use,,,,557.076513,kt
2003,Quebec,38,Agriculture,Crop Production,,,,1664.13889,kt
2003,Quebec,39,Agriculture,Animal Production,,,,5844.998745,kt
2003,Ontario,0,Provincial Inventory Total,,,,y,206854.8192,kt
2003,Ontario,1,Oil and Gas,,,,y,11482.31391,kt
2003,Ontario,2,Oil and Gas,Upstream Oil and Gas,,,y,3490.345074,kt
2003,Ontario,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,374.8949735,kt
2003,Ontario,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,49.15991605,kt
2003,Ontario,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,49.15991605,kt
2003,Ontario,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,3066.290185,kt
2003,Ontario,13,Oil and Gas,Downstream Oil and Gas,,,y,7991.968831,kt
2003,Ontario,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,7465.865182,kt
2003,Ontario,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,526.1036486,kt
2003,Ontario,16,Electricity,,,,,39643.97878,kt
2003,Ontario,17,Transport,,,,y,52700.34527,kt
2003,Ontario,18,Transport,Passenger Transport,,,y,35151.0539,kt
2003,Ontario,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,32214.52496,kt
2003,Ontario,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,2936.52894,kt
2003,Ontario,21,Transport,Freight Transport,,,y,12771.08768,kt
2003,Ontario,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,12150.59332,kt
2003,Ontario,23,Transport,Freight Transport,Aviation and Marine,,,620.4943634,kt
2003,Ontario,24,Transport,"Other: Recreational, Commercial and Residential",,,,4778.203688,kt
2003,Ontario,25,Heavy Industry,,,,y,35340.56501,kt
2003,Ontario,26,Heavy Industry,Mining,,,,1039.961921,kt
2003,Ontario,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,1980.38781,kt
2003,Ontario,28,Heavy Industry,Pulp and Paper,,,,2638.134349,kt
2003,Ontario,29,Heavy Industry,Iron and Steel,,,,15677.54522,kt
2003,Ontario,30,Heavy Industry,Cement,,,,6118.88465,kt
2003,Ontario,31,Heavy Industry,Lime and Gypsum,,,,1616.030474,kt
2003,Ontario,32,Heavy Industry,Chemicals and Fertilizers,,,,6269.620592,kt
2003,Ontario,45,"Light Manufacturing, Construction and Forest Resources",,,,y,11487.51941,kt
2003,Ontario,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,7613.562212,kt
2003,Ontario,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,3666.259913,kt
2003,Ontario,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,207.6972812,kt
2003,Ontario,33,Buildings,,,,y,36888.16768,kt
2003,Ontario,34,Buildings,Service Industry,,,,15644.20295,kt
2003,Ontario,35,Buildings,Residential,,,,21243.96473,kt
2003,Ontario,40,Waste,,,,y,7761.80398,kt
2003,Ontario,41,Waste,Solid Waste,,,,6875.602702,kt
2003,Ontario,42,Waste,Wastewater,,,,790.7380473,kt
2003,Ontario,43,Waste,Waste Incineration,,,,95.46323088,kt
2003,Ontario,36,Agriculture,,,,y,11550.12521,kt
2003,Ontario,37,Agriculture,On Farm Fuel Use,,,,1803.807422,kt
2003,Ontario,38,Agriculture,Crop Production,,,,2102.464768,kt
2003,Ontario,39,Agriculture,Animal Production,,,,7643.853023,kt
2003,Manitoba,0,Provincial Inventory Total,,,,y,20712.56712,kt
2003,Manitoba,1,Oil and Gas,,,,y,798.8380368,kt
2003,Manitoba,2,Oil and Gas,Upstream Oil and Gas,,,y,766.087102,kt
2003,Manitoba,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,252.4067842,kt
2003,Manitoba,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,252.4067842,kt
2003,Manitoba,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,513.6803178,kt
2003,Manitoba,13,Oil and Gas,Downstream Oil and Gas,,,y,32.75093478,kt
2003,Manitoba,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,32.75093478,kt
2003,Manitoba,16,Electricity,,,,,817.1658578,kt
2003,Manitoba,17,Transport,,,,y,5643.199826,kt
2003,Manitoba,18,Transport,Passenger Transport,,,y,3287.963436,kt
2003,Manitoba,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,2765.386306,kt
2003,Manitoba,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,522.5771296,kt
2003,Manitoba,21,Transport,Freight Transport,,,y,1680.553425,kt
2003,Manitoba,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,1592.039523,kt
2003,Manitoba,23,Transport,Freight Transport,Aviation and Marine,,,88.51390137,kt
2003,Manitoba,24,Transport,"Other: Recreational, Commercial and Residential",,,,674.6829649,kt
2003,Manitoba,25,Heavy Industry,,,,y,1363.582386,kt
2003,Manitoba,26,Heavy Industry,Mining,,,,146.3793706,kt
2003,Manitoba,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,189.273479,kt
2003,Manitoba,28,Heavy Industry,Pulp and Paper,,,,144.204097,kt
2003,Manitoba,29,Heavy Industry,Iron and Steel,,,,53.61039313,kt
2003,Manitoba,30,Heavy Industry,Cement,,,,10.29944516,kt
2003,Manitoba,31,Heavy Industry,Lime and Gypsum,,,,105.2018219,kt
2003,Manitoba,32,Heavy Industry,Chemicals and Fertilizers,,,,714.6137791,kt
2003,Manitoba,45,"Light Manufacturing, Construction and Forest Resources",,,,y,851.8643251,kt
2003,Manitoba,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,427.1646856,kt
2003,Manitoba,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,381.8444205,kt
2003,Manitoba,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,42.85521904,kt
2003,Manitoba,33,Buildings,,,,y,2949.129522,kt
2003,Manitoba,34,Buildings,Service Industry,,,,1688.308866,kt
2003,Manitoba,35,Buildings,Residential,,,,1260.820656,kt
2003,Manitoba,40,Waste,,,,y,1256.700592,kt
2003,Manitoba,41,Waste,Solid Waste,,,,1183.109135,kt
2003,Manitoba,42,Waste,Wastewater,,,,73.15646501,kt
2003,Manitoba,43,Waste,Waste Incineration,,,,0.434992313,kt
2003,Manitoba,36,Agriculture,,,,y,7032.086579,kt
2003,Manitoba,37,Agriculture,On Farm Fuel Use,,,,890.4273806,kt
2003,Manitoba,38,Agriculture,Crop Production,,,,1930.613857,kt
2003,Manitoba,39,Agriculture,Animal Production,,,,4211.045342,kt
2003,Saskatchewan,0,Provincial Inventory Total,,,,y,79734.56021,kt
2003,Saskatchewan,1,Oil and Gas,,,,y,37135.1301,kt
2003,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,,y,35858.01946,kt
2003,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,3578.012489,kt
2003,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,27512.62205,kt
2003,Saskatchewan,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,5776.652756,kt
2003,Saskatchewan,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,,21735.9693,kt
2003,Saskatchewan,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",,y,2665.880847,kt
2003,Saskatchewan,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Upgrading,,2665.880847,kt
2003,Saskatchewan,44,Coal Production,,,,,41.28731492,kt
2003,Saskatchewan,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,2101.504067,kt
2003,Saskatchewan,13,Oil and Gas,Downstream Oil and Gas,,,y,1277.110647,kt
2003,Saskatchewan,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,1000.744134,kt
2003,Saskatchewan,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,276.3665138,kt
2003,Saskatchewan,16,Electricity,,,,,15041.88535,kt
2003,Saskatchewan,17,Transport,,,,y,6830.520608,kt
2003,Saskatchewan,18,Transport,Passenger Transport,,,y,3239.452847,kt
2003,Saskatchewan,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,2997.383689,kt
2003,Saskatchewan,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,242.069158,kt
2003,Saskatchewan,21,Transport,Freight Transport,,,y,2601.484408,kt
2003,Saskatchewan,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,2571.1012,kt
2003,Saskatchewan,23,Transport,Freight Transport,Aviation and Marine,,,30.3832081,kt
2003,Saskatchewan,24,Transport,"Other: Recreational, Commercial and Residential",,,,989.5833537,kt
2003,Saskatchewan,25,Heavy Industry,,,,y,2528.439131,kt
2003,Saskatchewan,26,Heavy Industry,Mining,,,,1568.399698,kt
2003,Saskatchewan,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,9.438684102,kt
2003,Saskatchewan,28,Heavy Industry,Pulp and Paper,,,,266.571598,kt
2003,Saskatchewan,29,Heavy Industry,Iron and Steel,,,,156.8953709,kt
2003,Saskatchewan,30,Heavy Industry,Cement,,,,8.873684094,kt
2003,Saskatchewan,31,Heavy Industry,Lime and Gypsum,,,,1.168974405,kt
2003,Saskatchewan,32,Heavy Industry,Chemicals and Fertilizers,,,,517.0911211,kt
2003,Saskatchewan,45,"Light Manufacturing, Construction and Forest Resources",,,,y,478.3272926,kt
2003,Saskatchewan,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,184.1401384,kt
2003,Saskatchewan,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,258.9367052,kt
2003,Saskatchewan,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,35.25044903,kt
2003,Saskatchewan,33,Buildings,,,,y,3689.274808,kt
2003,Saskatchewan,34,Buildings,Service Industry,,,,1860.654758,kt
2003,Saskatchewan,35,Buildings,Residential,,,,1828.62005,kt
2003,Saskatchewan,40,Waste,,,,y,1374.449742,kt
2003,Saskatchewan,41,Waste,Solid Waste,,,,1290.502612,kt
2003,Saskatchewan,42,Waste,Wastewater,,,,83.94300304,kt
2003,Saskatchewan,43,Waste,Waste Incineration,,,,0.00412706,kt
2003,Saskatchewan,36,Agriculture,,,,y,12615.24585,kt
2003,Saskatchewan,37,Agriculture,On Farm Fuel Use,,,,2439.265981,kt
2003,Saskatchewan,38,Agriculture,Crop Production,,,,2803.516032,kt
2003,Saskatchewan,39,Agriculture,Animal Production,,,,7372.463839,kt
2003,Alberta,0,Provincial Inventory Total,,,,y,245931.2619,kt
2003,Alberta,1,Oil and Gas,,,,y,115025.6109,kt
2003,Alberta,2,Oil and Gas,Upstream Oil and Gas,,,y,110112.0294,kt
2003,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,57294.62944,kt
2003,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,18532.2204,kt
2003,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,13811.28915,kt
2003,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,,4720.93125,kt
2003,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",,y,30343.19728,kt
2003,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction,,5522.161705,kt
2003,Alberta,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Upgrading,,14192.21007,kt
