Year,Region,Index,Source,Sector,Sub-sector,Sub-sub-sector,Total,CO2eq,Unit
1990,Northwest Territories and Nunavut,35,Buildings,Residential,,,,155.6784135,kt
1990,Northwest Territories and Nunavut,36,Agriculture,,,,y,2.115062503,kt
1990,Northwest Territories and Nunavut,37,Agriculture,On Farm Fuel Use,,,,2.115062503,kt
1990,Northwest Territories and Nunavut,40,Waste,,,,y,38.29900869,kt
1990,Northwest Territories and Nunavut,41,Waste,Solid Waste,,,,33.89287628,kt
1990,Northwest Territories and Nunavut,42,Waste,Wastewater,,,,4.230571112,kt
1990,Northwest Territories and Nunavut,43,Waste,Waste Incineration,,,,0.175561296,kt
1990,Northwest Territories and Nunavut,45,"Light Manufacturing, Construction and Forest Resources",,,,y,73.40943141,kt
1990,Northwest Territories and Nunavut,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,28.73479708,kt
1990,Northwest Territories and Nunavut,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,42.30558239,kt
1990,Northwest Territories and Nunavut,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,2.369051931,kt
1991,Northwest Territories and Nunavut,0,Territorial Inventory Total,,,,y,1760.849977,kt
1991,Northwest Territories and Nunavut,1,Oil and Gas,,,,y,313.0554054,kt
1991,Northwest Territories and Nunavut,2,Oil and Gas,Upstream Oil and Gas,,,y,306.3305348,kt
1991,Northwest Territories and Nunavut,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,87.90761168,kt
1991,Northwest Territories and Nunavut,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,218.4227529,kt
1991,Northwest Territories and Nunavut,7,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Frontier Oil Production,,218.4227529,kt
1991,Northwest Territories and Nunavut,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,0.000170221,kt
1991,Northwest Territories and Nunavut,13,Oil and Gas,Downstream Oil and Gas,,,y,6.724870576,kt
1990,Canada,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,31673.63384,kt
1990,Canada,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,18864.61611,kt
1990,Canada,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,,12547.81951,kt
1990,Canada,7,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Frontier Oil Production,,261.1982158,kt
1990,Canada,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",,y,15252.19725,kt
1990,Canada,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction,,2296.540195,kt
1990,Canada,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Upgrading,,8356.375802,kt
1990,Canada,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",In-Situ,,4599.281257,kt
1990,Canada,44,Coal Production,,,,,4624.280679,kt
1990,Canada,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,12763.50384,kt
1990,Canada,13,Oil and Gas,Downstream Oil and Gas,,,y,20073.8074,kt
1990,Canada,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,18288.71189,kt
1990,Canada,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,1785.095514,kt
1990,Canada,16,Electricity,,,,,94361.17996,kt
1990,Canada,17,Transport,,,,y,117874.1911,kt
1990,Canada,18,Transport,Passenger Transport,,,y,79648.29827,kt
1990,Canada,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,70846.40601,kt
1990,Canada,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,8801.892252,kt
1990,Canada,21,Transport,Freight Transport,,,y,30096.62204,kt
1990,Canada,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,25435.11889,kt
1990,Canada,23,Transport,Freight Transport,Aviation and Marine,,,4661.503151,kt
1990,Canada,24,Transport,"Other: Recreational, Commercial and Residential",,,,8129.270831,kt
1990,Canada,25,Heavy Industry,,,,y,96794.97931,kt
1990,Canada,26,Heavy Industry,Mining,,,,7193.30241,kt
1990,Canada,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,17014.44516,kt
1990,Canada,28,Heavy Industry,Pulp and Paper,,,,15151.99513,kt
1990,Canada,29,Heavy Industry,Iron and Steel,,,,16698.21192,kt
1990,Canada,30,Heavy Industry,Cement,,,,10168.76912,kt
1990,Canada,31,Heavy Industry,Lime and Gypsum,,,,2837.202169,kt
1990,Canada,32,Heavy Industry,Chemicals and Fertilizers,,,,27731.05339,kt
1990,Canada,45,"Light Manufacturing, Construction and Forest Resources",,,,y,31515.21502,kt
1990,Canada,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,21491.19728,kt
1990,Canada,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,6966.193292,kt
1990,Canada,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,3057.824448,kt
1990,Canada,33,Buildings,,,,y,72381.95371,kt
1990,Canada,34,Buildings,Service Industry,,,,27528.41028,kt
1990,Canada,35,Buildings,Residential,,,,44853.54343,kt
1990,Canada,40,Waste,,,,y,21314.46849,kt
1990,Canada,41,Waste,Solid Waste,,,,19151.06351,kt
1990,Canada,42,Waste,Wastewater,,,,1903.139552,kt
1990,Canada,43,Waste,Waste Incineration,,,,260.2654248,kt
1990,Canada,36,Agriculture,,,,y,50681.67987,kt
1990,Canada,37,Agriculture,On Farm Fuel Use,,,,8196.7352,kt
1990,Canada,38,Agriculture,Crop Production,,,,9409.167009,kt
1990,Canada,39,Agriculture,Animal Production,,,,33075.77766,kt
1990,Newfoundland and Labrador,0,Provincial Inventory Total,,,,y,9469.810869,kt
1990,Newfoundland and Labrador,1,Oil and Gas,,,,y,1073.998288,kt
1990,Newfoundland and Labrador,2,Oil and Gas,Upstream Oil and Gas,,,y,0.001537052,kt
1990,Canada,0,National Inventory Total,,,,y,607748.7554,kt
1990,Canada,1,Oil and Gas,,,,y,118200.8073,kt
1990,Canada,2,Oil and Gas,Upstream Oil and Gas,,,y,98126.99987,kt
1990,Canada,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,38437.66494,kt
1990,Newfoundland and Labrador,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,0.001537052,kt
1990,Newfoundland and Labrador,7,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Frontier Oil Production,,0.001537052,kt
1990,Newfoundland and Labrador,13,Oil and Gas,Downstream Oil and Gas,,,y,1073.996751,kt
1990,Newfoundland and Labrador,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,1073.996751,kt
1990,Newfoundland and Labrador,16,Electricity,,,,,1641.152264,kt
1990,Newfoundland and Labrador,17,Transport,,,,y,2693.766395,kt
1990,Newfoundland and Labrador,18,Transport,Passenger Transport,,,y,1420.918832,kt
1990,Newfoundland and Labrador,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,1178.696393,kt
1990,Newfoundland and Labrador,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,242.222439,kt
1990,Newfoundland and Labrador,21,Transport,Freight Transport,,,y,1136.080924,kt
1990,Newfoundland and Labrador,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,325.5837692,kt
1990,Newfoundland and Labrador,23,Transport,Freight Transport,Aviation and Marine,,,810.4971547,kt
1990,Newfoundland and Labrador,24,Transport,"Other: Recreational, Commercial and Residential",,,,136.7666394,kt
1990,Newfoundland and Labrador,25,Heavy Industry,,,,y,1934.637626,kt
1990,Newfoundland and Labrador,26,Heavy Industry,Mining,,,,1398.493613,kt
1990,Newfoundland and Labrador,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,1.817761576,kt
1990,Newfoundland and Labrador,28,Heavy Industry,Pulp and Paper,,,,426.8582105,kt
1990,Newfoundland and Labrador,29,Heavy Industry,Iron and Steel,,,,1.42915457,kt
1990,Newfoundland and Labrador,30,Heavy Industry,Cement,,,,93.61885535,kt
1990,Newfoundland and Labrador,31,Heavy Industry,Lime and Gypsum,,,,0.594832413,kt
1990,Newfoundland and Labrador,32,Heavy Industry,Chemicals and Fertilizers,,,,11.82519925,kt
1990,Newfoundland and Labrador,45,"Light Manufacturing, Construction and Forest Resources",,,,y,383.0453557,kt
1990,Newfoundland and Labrador,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,56.15020985,kt
1990,Newfoundland and Labrador,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,233.5688686,kt
1990,Newfoundland and Labrador,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,93.32627725,kt
1990,Newfoundland and Labrador,33,Buildings,,,,y,1064.177079,kt
1990,Newfoundland and Labrador,34,Buildings,Service Industry,,,,328.4155654,kt
1990,Newfoundland and Labrador,35,Buildings,Residential,,,,735.7615136,kt
1990,Newfoundland and Labrador,40,Waste,,,,y,600.9770953,kt
1990,Newfoundland and Labrador,41,Waste,Solid Waste,,,,543.0326363,kt
1990,Newfoundland and Labrador,42,Waste,Wastewater,,,,32.41972385,kt
1990,Newfoundland and Labrador,43,Waste,Waste Incineration,,,,25.52473515,kt
1990,Newfoundland and Labrador,36,Agriculture,,,,y,78.05676577,kt
1990,Newfoundland and Labrador,37,Agriculture,On Farm Fuel Use,,,,27.56531312,kt
1990,Newfoundland and Labrador,38,Agriculture,Crop Production,,,,3.929379539,kt
1990,Newfoundland and Labrador,39,Agriculture,Animal Production,,,,46.56207311,kt
1990,Prince Edward Island,0,Provincial Inventory Total,,,,y,1781.048827,kt
1990,Prince Edward Island,1,Oil and Gas,,,,y,0.000653301,kt
1990,Prince Edward Island,2,Oil and Gas,Upstream Oil and Gas,,,y,0.000653301,kt
1990,Prince Edward Island,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,0.000653301,kt
1990,Prince Edward Island,16,Electricity,,,,,103.6108333,kt
1990,Prince Edward Island,17,Transport,,,,y,533.1835072,kt
1990,Prince Edward Island,18,Transport,Passenger Transport,,,y,366.2300824,kt
1990,Prince Edward Island,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,352.8829907,kt
1990,Prince Edward Island,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,13.34709175,kt
1990,Prince Edward Island,21,Transport,Freight Transport,,,y,102.0157998,kt
1990,Prince Edward Island,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,65.88210114,kt
1990,Prince Edward Island,23,Transport,Freight Transport,Aviation and Marine,,,36.13369867,kt
1990,Prince Edward Island,24,Transport,"Other: Recreational, Commercial and Residential",,,,64.93762503,kt
1990,Prince Edward Island,25,Heavy Industry,,,,y,9.588203258,kt
1990,Prince Edward Island,26,Heavy Industry,Mining,,,,3.472201945,kt
1990,Prince Edward Island,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,1.155932724,kt
1990,Prince Edward Island,28,Heavy Industry,Pulp and Paper,,,,1.146214723,kt
1990,Prince Edward Island,29,Heavy Industry,Iron and Steel,,,,1.146214723,kt
1990,Prince Edward Island,30,Heavy Industry,Cement,,,,1.146214723,kt
1990,Prince Edward Island,31,Heavy Industry,Lime and Gypsum,,,,0.010066494,kt
1990,Prince Edward Island,32,Heavy Industry,Chemicals and Fertilizers,,,,1.511357926,kt
1990,Prince Edward Island,45,"Light Manufacturing, Construction and Forest Resources",,,,y,133.0007233,kt
1990,Prince Edward Island,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,59.62456364,kt
1990,Prince Edward Island,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,61.38445231,kt
1990,Prince Edward Island,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,11.99170731,kt
1990,Prince Edward Island,33,Buildings,,,,y,570.3778854,kt
1990,Prince Edward Island,34,Buildings,Service Industry,,,,204.6529447,kt
1990,Prince Edward Island,35,Buildings,Residential,,,,365.7249407,kt
1990,Prince Edward Island,40,Waste,,,,y,73.06846398,kt
1990,Prince Edward Island,41,Waste,Solid Waste,,,,62.11422759,kt
1990,Prince Edward Island,42,Waste,Wastewater,,,,10.9383309,kt
1990,Prince Edward Island,43,Waste,Waste Incineration,,,,0.015905492,kt
1990,Prince Edward Island,36,Agriculture,,,,y,358.2185578,kt
1990,Prince Edward Island,37,Agriculture,On Farm Fuel Use,,,,59.09652789,kt
1990,Prince Edward Island,38,Agriculture,Crop Production,,,,72.50282355,kt
1990,Prince Edward Island,39,Agriculture,Animal Production,,,,226.6192063,kt
1990,Nova Scotia,0,Provincial Inventory Total,,,,y,19604.26667,kt
1990,Nova Scotia,1,Oil and Gas,,,,y,716.9037623,kt
1990,Nova Scotia,2,Oil and Gas,Upstream Oil and Gas,,,y,48.54997896,kt
1990,Nova Scotia,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,48.54997896,kt
1990,Nova Scotia,44,Coal Production,,,,,1848.643599,kt
1990,Nova Scotia,13,Oil and Gas,Downstream Oil and Gas,,,y,668.3537833,kt
1990,Nova Scotia,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,668.3537833,kt
1990,Nova Scotia,16,Electricity,,,,,6891.992592,kt
1990,Nova Scotia,17,Transport,,,,y,4116.229944,kt
1990,Nova Scotia,18,Transport,Passenger Transport,,,y,2614.595291,kt
1990,Nova Scotia,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,2297.09214,kt
1990,Nova Scotia,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,317.5031501,kt
1990,Nova Scotia,21,Transport,Freight Transport,,,y,1247.726408,kt
1990,Nova Scotia,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,705.3085285,kt
1990,Nova Scotia,23,Transport,Freight Transport,Aviation and Marine,,,542.4178791,kt
1990,Nova Scotia,24,Transport,"Other: Recreational, Commercial and Residential",,,,253.9082462,kt
1990,Nova Scotia,25,Heavy Industry,,,,y,1061.524763,kt
1990,Nova Scotia,26,Heavy Industry,Mining,,,,183.9775777,kt
1990,Nova Scotia,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,4.565132117,kt
1990,Nova Scotia,28,Heavy Industry,Pulp and Paper,,,,420.2244923,kt
1990,Nova Scotia,29,Heavy Industry,Iron and Steel,,,,79.76991352,kt
1990,Nova Scotia,30,Heavy Industry,Cement,,,,294.0472095,kt
1990,Nova Scotia,31,Heavy Industry,Lime and Gypsum,,,,0.801026054,kt
1990,Nova Scotia,32,Heavy Industry,Chemicals and Fertilizers,,,,78.13941212,kt
1990,Nova Scotia,45,"Light Manufacturing, Construction and Forest Resources",,,,y,630.1565768,kt
1990,Nova Scotia,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,207.793857,kt
1990,Nova Scotia,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,268.9889574,kt
1990,Nova Scotia,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,153.3737624,kt
1990,Nova Scotia,33,Buildings,,,,y,2967.165447,kt
1990,Nova Scotia,34,Buildings,Service Industry,,,,825.9944852,kt
1990,Nova Scotia,35,Buildings,Residential,,,,2141.170962,kt
1990,Nova Scotia,40,Waste,,,,y,800.7631315,kt
1990,Nova Scotia,41,Waste,Solid Waste,,,,745.8535264,kt
1990,Nova Scotia,42,Waste,Wastewater,,,,54.90960513,kt
1990,Nova Scotia,36,Agriculture,,,,y,570.8868556,kt
1990,Nova Scotia,37,Agriculture,On Farm Fuel Use,,,,137.9881194,kt
1990,Nova Scotia,38,Agriculture,Crop Production,,,,60.90227599,kt
1990,Nova Scotia,39,Agriculture,Animal Production,,,,371.9964602,kt
1990,New Brunswick,0,Provincial Inventory Total,,,,y,16169.94615,kt
1990,New Brunswick,1,Oil and Gas,,,,y,1218.991284,kt
1990,New Brunswick,2,Oil and Gas,Upstream Oil and Gas,,,y,0.247410502,kt
1990,New Brunswick,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,0.223401024,kt
1990,New Brunswick,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,0.024009478,kt
1990,New Brunswick,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,0.024009478,kt
1990,New Brunswick,44,Coal Production,,,,,15.26094003,kt
1990,New Brunswick,13,Oil and Gas,Downstream Oil and Gas,,,y,1218.743873,kt
1990,New Brunswick,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,1218.743873,kt
1990,New Brunswick,16,Electricity,,,,,6007.63717,kt
1990,New Brunswick,17,Transport,,,,y,3512.6873,kt
1990,New Brunswick,18,Transport,Passenger Transport,,,y,2325.814179,kt
1990,New Brunswick,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,2089.733054,kt
1990,New Brunswick,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,236.0811244,kt
1990,New Brunswick,21,Transport,Freight Transport,,,y,976.1768511,kt
1990,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,758.5965929,kt
1990,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,,,217.5802581,kt
1990,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,,,210.6962706,kt
1990,New Brunswick,25,Heavy Industry,,,,y,1815.85042,kt
1990,New Brunswick,26,Heavy Industry,Mining,,,,237.4797809,kt
1990,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,95.01572732,kt
1990,New Brunswick,28,Heavy Industry,Pulp and Paper,,,,1324.320825,kt
1990,New Brunswick,29,Heavy Industry,Iron and Steel,,,,4.281292971,kt
1990,New Brunswick,30,Heavy Industry,Cement,,,,4.281292971,kt
1990,New Brunswick,31,Heavy Industry,Lime and Gypsum,,,,101.6385297,kt
1990,New Brunswick,32,Heavy Industry,Chemicals and Fertilizers,,,,48.83297135,kt
1990,New Brunswick,45,"Light Manufacturing, Construction and Forest Resources",,,,y,634.3725539,kt
1990,New Brunswick,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,230.1185039,kt
1990,New Brunswick,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,156.278642,kt
1990,New Brunswick,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,247.9754081,kt
1990,New Brunswick,33,Buildings,,,,y,1664.223819,kt
1990,New Brunswick,34,Buildings,Service Industry,,,,594.3413027,kt
1990,New Brunswick,35,Buildings,Residential,,,,1069.882516,kt
1990,New Brunswick,40,Waste,,,,y,782.2194808,kt
1990,New Brunswick,41,Waste,Solid Waste,,,,712.8825945,kt
1990,New Brunswick,42,Waste,Wastewater,,,,69.33688632,kt
1990,New Brunswick,36,Agriculture,,,,y,518.7031847,kt
1990,New Brunswick,37,Agriculture,On Farm Fuel Use,,,,79.20766437,kt
1990,New Brunswick,38,Agriculture,Crop Production,,,,133.3732738,kt
1990,New Brunswick,39,Agriculture,Animal Production,,,,306.1222465,kt
1990,Quebec,0,Provincial Inventory Total,,,,y,84384.03475,kt
1990,Quebec,1,Oil and Gas,,,,y,3947.593514,kt
1990,Quebec,2,Oil and Gas,Upstream Oil and Gas,,,y,266.7992512,kt
1990,Quebec,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,0.27446832,kt
1990,Quebec,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,266.5247829,kt
1990,Quebec,13,Oil and Gas,Downstream Oil and Gas,,,y,3680.794263,kt
1990,Quebec,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,3618.926642,kt
1990,Quebec,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,61.86762085,kt
1990,Quebec,16,Electricity,,,,,1530.045585,kt
1990,Quebec,17,Transport,,,,y,24594.26194,kt
1990,Quebec,18,Transport,Passenger Transport,,,y,18208.75098,kt
1990,Quebec,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,16650.43476,kt
1990,Quebec,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,1558.316219,kt
1990,Quebec,21,Transport,Freight Transport,,,y,4939.489573,kt
1990,Quebec,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,4040.355739,kt
1990,Quebec,23,Transport,Freight Transport,Aviation and Marine,,,899.1338336,kt
1990,Quebec,24,Transport,"Other: Recreational, Commercial and Residential",,,,1446.021386,kt
1990,Quebec,25,Heavy Industry,,,,y,24674.1955,kt
1990,Quebec,26,Heavy Industry,Mining,,,,2020.674227,kt
1990,Quebec,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,12586.12213,kt
1990,Quebec,28,Heavy Industry,Pulp and Paper,,,,4535.216358,kt
1990,Quebec,29,Heavy Industry,Iron and Steel,,,,1272.158039,kt
1990,Quebec,30,Heavy Industry,Cement,,,,2506.802469,kt
1990,Quebec,31,Heavy Industry,Lime and Gypsum,,,,506.1591327,kt
1990,Quebec,32,Heavy Industry,Chemicals and Fertilizers,,,,1247.063142,kt
1990,Quebec,45,"Light Manufacturing, Construction and Forest Resources",,,,y,5584.954188,kt
1990,Quebec,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,3741.895849,kt
1990,Quebec,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,1277.661692,kt
1990,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,565.3966481,kt
1990,Quebec,33,Buildings,,,,y,11815.28619,kt
1990,Quebec,34,Buildings,Service Industry,,,,4622.255859,kt
1990,Quebec,35,Buildings,Residential,,,,7193.030335,kt
1990,Quebec,40,Waste,,,,y,4965.942887,kt
1990,Quebec,41,Waste,Solid Waste,,,,4497.858341,kt
1990,Quebec,42,Waste,Wastewater,,,,311.2991079,kt
1990,Quebec,43,Waste,Waste Incineration,,,,156.785438,kt
1990,Quebec,36,Agriculture,,,,y,7271.75494,kt
1990,Quebec,37,Agriculture,On Farm Fuel Use,,,,551.2705911,kt
1990,Quebec,38,Agriculture,Crop Production,,,,1408.583263,kt
1990,Quebec,39,Agriculture,Animal Production,,,,5311.901086,kt
1990,Ontario,0,Provincial Inventory Total,,,,y,178443.2346,kt
1990,Ontario,1,Oil and Gas,,,,y,10411.08497,kt
1990,Ontario,2,Oil and Gas,Upstream Oil and Gas,,,y,3401.98913,kt
1990,Ontario,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,280.6915525,kt
1990,Ontario,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,64.39509924,kt
1990,Ontario,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,64.39509924,kt
1990,Ontario,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,3056.902478,kt
1990,Ontario,13,Oil and Gas,Downstream Oil and Gas,,,y,7009.095845,kt
1990,Ontario,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,6539.996132,kt
1990,Ontario,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,469.0997133,kt
1990,Ontario,16,Electricity,,,,,25673.13069,kt
1990,Ontario,17,Transport,,,,y,41536.84797,kt
1990,Ontario,18,Transport,Passenger Transport,,,y,30226.73838,kt
1990,Ontario,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,27531.66735,kt
1990,Ontario,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,2695.071031,kt
1990,Ontario,21,Transport,Freight Transport,,,y,8906.388789,kt
1990,Ontario,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,8209.259959,kt
1990,Ontario,23,Transport,Freight Transport,Aviation and Marine,,,697.1288299,kt
1990,Ontario,24,Transport,"Other: Recreational, Commercial and Residential",,,,2403.720802,kt
1990,Ontario,25,Heavy Industry,,,,y,42185.31681,kt
1990,Ontario,26,Heavy Industry,Mining,,,,1125.973813,kt
1990,Ontario,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,1528.877825,kt
1990,Ontario,28,Heavy Industry,Pulp and Paper,,,,3256.593289,kt
1990,Ontario,29,Heavy Industry,Iron and Steel,,,,15024.56042,kt
1990,Ontario,30,Heavy Industry,Cement,,,,4591.136988,kt
1990,Ontario,31,Heavy Industry,Lime and Gypsum,,,,1709.030074,kt
1990,Ontario,32,Heavy Industry,Chemicals and Fertilizers,,,,14949.1444,kt
1990,Ontario,45,"Light Manufacturing, Construction and Forest Resources",,,,y,12880.09344,kt
1990,Ontario,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,9924.147943,kt
1990,Ontario,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,2678.474624,kt
1990,Ontario,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,277.4708773,kt
1990,Ontario,33,Buildings,,,,y,27589.54482,kt
1990,Ontario,34,Buildings,Service Industry,,,,9792.906842,kt
1990,Ontario,35,Buildings,Residential,,,,17796.63797,kt
1990,Ontario,40,Waste,,,,y,7314.896033,kt
1990,Ontario,41,Waste,Solid Waste,,,,6626.330104,kt
1990,Ontario,42,Waste,Wastewater,,,,621.8023222,kt
1990,Ontario,43,Waste,Waste Incineration,,,,66.76360694,kt
1990,Ontario,36,Agriculture,,,,y,10852.31986,kt
1990,Ontario,37,Agriculture,On Farm Fuel Use,,,,1298.737098,kt
1990,Ontario,38,Agriculture,Crop Production,,,,2152.304308,kt
1990,Ontario,39,Agriculture,Animal Production,,,,7401.278452,kt
1990,Manitoba,0,Provincial Inventory Total,,,,y,18229.99196,kt
1990,Manitoba,1,Oil and Gas,,,,y,1502.15073,kt
1990,Manitoba,2,Oil and Gas,Upstream Oil and Gas,,,y,1452.215172,kt
1990,Manitoba,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,250.9214975,kt
1990,Manitoba,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,250.9214975,kt
1990,Manitoba,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,1201.293675,kt
1990,Manitoba,13,Oil and Gas,Downstream Oil and Gas,,,y,49.93555778,kt
1990,Manitoba,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,0.054865,kt
1990,Manitoba,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,49.88069278,kt
1990,Manitoba,16,Electricity,,,,,523.3725662,kt
1990,Manitoba,17,Transport,,,,y,5009.844564,kt
1990,Manitoba,18,Transport,Passenger Transport,,,y,3111.388283,kt
1990,Manitoba,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,2638.537867,kt
1990,Manitoba,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,472.8504152,kt
1990,Manitoba,21,Transport,Freight Transport,,,y,1435.737908,kt
1990,Manitoba,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,1336.452528,kt
1990,Manitoba,23,Transport,Freight Transport,Aviation and Marine,,,99.2853801,kt
1990,Manitoba,24,Transport,"Other: Recreational, Commercial and Residential",,,,462.7183734,kt
1990,Manitoba,25,Heavy Industry,,,,y,1447.353282,kt
1990,Manitoba,26,Heavy Industry,Mining,,,,151.9698861,kt
1990,Manitoba,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,338.0619972,kt
1990,Manitoba,28,Heavy Industry,Pulp and Paper,,,,261.4872394,kt
