Year,Region,CategoryID,Category,Rollup,CO2,CH4,CH4 (CO2eq),N2O,N2O (CO2eq),HFCs,PFCs,SF6,NF3,CO2eq,Unit
1990,Prince Edward Island,101,Stationary Combustion Sources,TRUE,731.0934314,0.732811468,18.32028669,0.020961724,6.246593771,0,0,0,0,755.6603119,kt
1990,Prince Edward Island,110,Public Electricity and Heat Production,FALSE,103.0166673,0.001164043,0.029101085,0.002053335,0.611893921,0,0,0,0,103.6576623,kt
1990,Prince Edward Island,120,Petroleum Refining Industries,FALSE,0,0,0,0,0,0,0,0,0,0,kt
1990,Prince Edward Island,130,Oil and Gas Extraction,FALSE,0,0,0,0,0,0,0,0,0,0,kt
1990,Prince Edward Island,131,Mining,FALSE,0.8698773,1.32098E-05,0.000330244,0.000055183,0.016444534,0,0,0,0,0.886652078,kt
1990,Prince Edward Island,140,Manufacturing Industries,TRUE,54.80202333,0.00171763,0.042940758,0.001276424,0.380374261,0,0,0,0,55.22533834,kt
1990,Prince Edward Island,141,Iron and Steel,FALSE,0,0,0,0,0,0,0,0,0,0,kt
1990,Prince Edward Island,142,Non Ferrous Metals,FALSE,0,0,0,0,0,0,0,0,0,0,kt
1990,Prince Edward Island,143,Chemical,FALSE,0,0,0,0,0,0,0,0,0,0,kt
1990,Prince Edward Island,144,Pulp and Paper,FALSE,0,0,0,0,0,0,0,0,0,0,kt
1990,Prince Edward Island,145,Cement,FALSE,0,0,0,0,0,0,0,0,0,0,kt
1990,Prince Edward Island,146,Other Manufacturing,FALSE,54.80202333,0.00171763,0.042940758,0.001276424,0.380374261,0,0,0,0,55.22533834,kt
1990,Prince Edward Island,150,Construction,FALSE,11.0527304,0.000115086,0.00287715,0.000224541,0.066913218,0,0,0,0,11.12252077,kt
1990,Prince Edward Island,160,Commercial and Institutional,FALSE,198.9997487,0.037393398,0.934834962,0.007838148,2.335768165,0,0,0,0,202.2703518,kt
1990,Prince Edward Island,170,Residential,FALSE,343.8765354,0.692232496,17.30581239,0.009304719,2.772806219,0,0,0,0,363.9551541,kt
1990,Prince Edward Island,180,Agriculture and Forestry,FALSE,18.475849,0.000175604,0.0043901,0.000209374,0.062393452,0,0,0,0,18.54263255,kt
1990,Prince Edward Island,200,Transport,TRUE,619.3468525,0.276883506,6.92208765,0.051500943,15.34728097,0,0,0,0,641.6162212,kt
1990,Prince Edward Island,210,Aviation,TRUE,16.44541786,0.001240497,0.031012432,0.000528828,0.157590719,0,0,0,0,16.63402101,kt
1990,Prince Edward Island,211,Domestic Aviation (Civil),FALSE,15.10687273,0.001139203,0.028480081,0.000485847,0.144782347,0,0,0,0,15.28013516,kt
1990,Prince Edward Island,212,Military Aviation,FALSE,1.33854513,0.000101294,0.00253235,4.29811E-05,0.012808372,0,0,0,0,1.353885853,kt
