Year,Region,Index,Source,Category,Sub-category,Sub-sub-category,Total,CO2eq,Unit
1991,Alberta,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,,8.945148922,Mt
1991,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",In-situ,,3.806690716,Mt
1991,Alberta,44,Coal Production,,,,,0.626405723,Mt
1991,Alberta,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,3.966098277,Mt
1991,Alberta,13,Oil and Gas,Downstream Oil and Gas,,,y,3.768166085,Mt
1991,Alberta,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,3.345824308,Mt
1991,Alberta,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,0.422341777,Mt
1991,Alberta,16,Electricity,,,,,41.55666457,Mt
1991,Alberta,17,Transport,,,,y,15.30743735,Mt
1991,Alberta,18,Transport,Passenger Transport,,,y,8.234817986,Mt
1991,Alberta,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,7.32489619,Mt
1991,Alberta,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,0.909921796,Mt
1991,Alberta,21,Transport,Freight Transport,,,y,5.128607997,Mt
1991,Alberta,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,4.921712441,Mt
1991,Alberta,23,Transport,Freight Transport,Aviation and Marine,,,0.206895555,Mt
1991,Alberta,24,Transport,"Other: Recreational, Commercial and Residential",,,,1.944011365,Mt
1991,Alberta,25,Heavy Industry,,,,y,13.08623221,Mt
1991,Alberta,26,Heavy Industry,Mining,,,,0.108636923,Mt
1991,Alberta,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.479649763,Mt
1991,Alberta,28,Heavy Industry,Pulp and Paper,,,,0.550082704,Mt
1991,Alberta,29,Heavy Industry,Iron and Steel,,,,0.09190969,Mt
1991,Alberta,30,Heavy Industry,Cement,,,,0.883197004,Mt
1991,Alberta,31,Heavy Industry,Lime and Gypsum,,,,0.19193362,Mt
1991,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,,,10.78082251,Mt
1991,Alberta,45,"Light Manufacturing, Construction and Forest Resources",,,,y,4.962009179,Mt
1991,Alberta,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,4.311381329,Mt
1991,Alberta,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,0.556669976,Mt
1991,Alberta,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.093957875,Mt
1991,Alberta,33,Buildings,,,,y,11.78135199,Mt
1991,Alberta,34,Buildings,Service Industry,,,,5.079113315,Mt
1991,Alberta,35,Buildings,Residential,,,,6.702238673,Mt
1991,Alberta,40,Waste,,,,y,2.512735479,Mt
1991,Alberta,41,Waste,Solid Waste,,,,2.407480576,Mt
1991,Alberta,42,Waste,Wastewater,,,,0.092860891,Mt
1991,Alberta,43,Waste,Waste Incineration,,,,0.012394013,Mt
1991,Alberta,36,Agriculture,,,,y,16.77404611,Mt
1991,Alberta,37,Agriculture,On Farm Fuel Use,,,,2.853372571,Mt
1991,Alberta,38,Agriculture,Crop Production,,,,3.580867381,Mt
1991,Alberta,39,Agriculture,Animal Production,,,,10.33980616,Mt
1992,Alberta,0,Provincial Inventory Total,,,,y,180.9919743,Mt
1992,Alberta,1,Oil and Gas,,,,y,71.68807949,Mt
1992,Alberta,2,Oil and Gas,Upstream Oil and Gas,,,y,68.04946699,Mt
1992,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,30.12013585,Mt
1992,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,17.46448227,Mt
1992,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,8.803644476,Mt
1992,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,,8.660837795,Mt
1992,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,y,15.74823033,Mt
1992,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Mining and Extraction,,2.389745413,Mt
1992,Alberta,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,,9.565216745,Mt
1992,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",In-situ,,3.793268171,Mt
1992,Alberta,44,Coal Production,,,,,0.642442048,Mt
1992,Alberta,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,4.716618544,Mt
1992,Alberta,13,Oil and Gas,Downstream Oil and Gas,,,y,3.638612502,Mt
1992,Alberta,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,3.203120161,Mt
1992,Alberta,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,0.435492341,Mt
1992,Alberta,16,Electricity,,,,,44.71101778,Mt
1992,Alberta,17,Transport,,,,y,15.30025445,Mt
1992,Alberta,18,Transport,Passenger Transport,,,y,8.337716144,Mt
1992,Alberta,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,7.429968092,Mt
1992,Alberta,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,0.907748052,Mt
1992,Alberta,21,Transport,Freight Transport,,,y,5.022336478,Mt
1992,Alberta,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,4.835685419,Mt
1992,Alberta,23,Transport,Freight Transport,Aviation and Marine,,,0.18665106,Mt
1992,Alberta,24,Transport,"Other: Recreational, Commercial and Residential",,,,1.940201825,Mt
1992,Alberta,25,Heavy Industry,,,,y,12.852685,Mt
1992,Alberta,26,Heavy Industry,Mining,,,,0.084645457,Mt
1992,Alberta,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.365151117,Mt
1992,Alberta,28,Heavy Industry,Pulp and Paper,,,,0.618509391,Mt
1992,Alberta,29,Heavy Industry,Iron and Steel,,,,0.11937082,Mt
1992,Alberta,30,Heavy Industry,Cement,,,,0.989159986,Mt
1992,Alberta,31,Heavy Industry,Lime and Gypsum,,,,0.198698954,Mt
1992,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,,,10.47714927,Mt
1992,Alberta,45,"Light Manufacturing, Construction and Forest Resources",,,,y,4.638753979,Mt
1992,Alberta,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,3.95447631,Mt
1992,Alberta,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,0.592947205,Mt
1992,Alberta,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.091330464,Mt
1992,Alberta,33,Buildings,,,,y,11.21267266,Mt
1992,Alberta,34,Buildings,Service Industry,,,,4.676990149,Mt
1992,Alberta,35,Buildings,Residential,,,,6.535682507,Mt
1992,Alberta,40,Waste,,,,y,2.631371011,Mt
1992,Alberta,41,Waste,Solid Waste,,,,2.51837778,Mt
1992,Alberta,42,Waste,Wastewater,,,,0.094591392,Mt
1992,Alberta,43,Waste,Waste Incineration,,,,0.018401839,Mt
1992,Alberta,36,Agriculture,,,,y,17.31469786,Mt
1992,Alberta,37,Agriculture,On Farm Fuel Use,,,,2.917182135,Mt
1992,Alberta,38,Agriculture,Crop Production,,,,3.455621395,Mt
1992,Alberta,39,Agriculture,Animal Production,,,,10.94189433,Mt
1993,Alberta,0,Provincial Inventory Total,,,,y,186.7214107,Mt
1993,Alberta,1,Oil and Gas,,,,y,75.42071939,Mt
1993,Alberta,2,Oil and Gas,Upstream Oil and Gas,,,y,71.70489407,Mt
1993,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,32.89419255,Mt
1993,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,17.56512136,Mt
1993,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,9.115204107,Mt
1993,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,,8.44991725,Mt
1993,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,y,16.2879402,Mt
1993,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Mining and Extraction,,2.485477807,Mt
1993,Alberta,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,,9.877351967,Mt
1993,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",In-situ,,3.925110423,Mt
1993,Alberta,44,Coal Production,,,,,0.718564147,Mt
1993,Alberta,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,4.957639964,Mt
1993,Alberta,13,Oil and Gas,Downstream Oil and Gas,,,y,3.715825326,Mt
1993,Alberta,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,3.269496357,Mt
1993,Alberta,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,0.446328969,Mt
1993,Alberta,16,Electricity,,,,,45.37940197,Mt
1993,Alberta,17,Transport,,,,y,15.15113273,Mt
1993,Alberta,18,Transport,Passenger Transport,,,y,8.016198043,Mt
1993,Alberta,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,7.160093464,Mt
1993,Alberta,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,0.856104579,Mt
1993,Alberta,21,Transport,Freight Transport,,,y,5.174133705,Mt
1993,Alberta,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,4.980768966,Mt
1993,Alberta,23,Transport,Freight Transport,Aviation and Marine,,,0.19336474,Mt
1993,Alberta,24,Transport,"Other: Recreational, Commercial and Residential",,,,1.960800981,Mt
1993,Alberta,25,Heavy Industry,,,,y,13.01580112,Mt
1993,Alberta,26,Heavy Industry,Mining,,,,0.096209801,Mt
1993,Alberta,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.44352673,Mt
1993,Alberta,28,Heavy Industry,Pulp and Paper,,,,0.581898466,Mt
1993,Alberta,29,Heavy Industry,Iron and Steel,,,,0.101928307,Mt
1993,Alberta,30,Heavy Industry,Cement,,,,1.020603999,Mt
1993,Alberta,31,Heavy Industry,Lime and Gypsum,,,,0.205410251,Mt
1993,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,,,10.56622357,Mt
1993,Alberta,45,"Light Manufacturing, Construction and Forest Resources",,,,y,3.928698342,Mt
1993,Alberta,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,3.221484733,Mt
1993,Alberta,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,0.598739736,Mt
1993,Alberta,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.108473873,Mt
1993,Alberta,33,Buildings,,,,y,11.89231251,Mt
1993,Alberta,34,Buildings,Service Industry,,,,5.177957476,Mt
1993,Alberta,35,Buildings,Residential,,,,6.714355033,Mt
1993,Alberta,40,Waste,,,,y,2.740798415,Mt
1993,Alberta,41,Waste,Solid Waste,,,,2.626473017,Mt
1993,Alberta,42,Waste,Wastewater,,,,0.096090521,Mt
1993,Alberta,43,Waste,Waste Incineration,,,,0.018234877,Mt
1993,Alberta,36,Agriculture,,,,y,18.4739821,Mt
1993,Alberta,37,Agriculture,On Farm Fuel Use,,,,3.308493037,Mt
1993,Alberta,38,Agriculture,Crop Production,,,,3.854725942,Mt
1993,Alberta,39,Agriculture,Animal Production,,,,11.31076312,Mt
1994,Alberta,0,Provincial Inventory Total,,,,y,196.1613682,Mt
1994,Alberta,1,Oil and Gas,,,,y,77.15423913,Mt
1994,Alberta,2,Oil and Gas,Upstream Oil and Gas,,,y,73.53313972,Mt
1994,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,33.39997962,Mt
1994,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,17.28607879,Mt
1994,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,8.901442317,Mt
1994,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,,8.384636469,Mt
1994,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,y,17.26499336,Mt
1994,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Mining and Extraction,,2.666428164,Mt
1994,Alberta,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,,10.51561841,Mt
1994,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",In-situ,,4.082946787,Mt
1994,Alberta,44,Coal Production,,,,,0.695651713,Mt
1994,Alberta,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,5.582087956,Mt
1994,Alberta,13,Oil and Gas,Downstream Oil and Gas,,,y,3.62109941,Mt
1994,Alberta,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,3.161201793,Mt
1994,Alberta,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,0.459897617,Mt
1994,Alberta,16,Electricity,,,,,48.67134914,Mt
1994,Alberta,17,Transport,,,,y,16.17044752,Mt
1994,Alberta,18,Transport,Passenger Transport,,,y,8.550197916,Mt
1994,Alberta,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,7.647082757,Mt
1994,Alberta,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,0.903115159,Mt
1994,Alberta,21,Transport,Freight Transport,,,y,5.589680745,Mt
1994,Alberta,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,5.379130253,Mt
1994,Alberta,23,Transport,Freight Transport,Aviation and Marine,,,0.210550492,Mt
1994,Alberta,24,Transport,"Other: Recreational, Commercial and Residential",,,,2.030568859,Mt
1994,Alberta,25,Heavy Industry,,,,y,14.7582061,Mt
1994,Alberta,26,Heavy Industry,Mining,,,,0.075228958,Mt
1994,Alberta,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.458380165,Mt
1994,Alberta,28,Heavy Industry,Pulp and Paper,,,,0.666439335,Mt
1994,Alberta,29,Heavy Industry,Iron and Steel,,,,0.107225263,Mt
1994,Alberta,30,Heavy Industry,Cement,,,,1.110193976,Mt
1994,Alberta,31,Heavy Industry,Lime and Gypsum,,,,0.214345781,Mt
1994,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,,,12.12639262,Mt
1994,Alberta,45,"Light Manufacturing, Construction and Forest Resources",,,,y,3.585167873,Mt
1994,Alberta,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,2.757700233,Mt
1994,Alberta,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,0.699209724,Mt
1994,Alberta,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.128257916,Mt
1994,Alberta,33,Buildings,,,,y,12.64998519,Mt
1994,Alberta,34,Buildings,Service Industry,,,,5.266824859,Mt
1994,Alberta,35,Buildings,Residential,,,,7.383160334,Mt
1994,Alberta,40,Waste,,,,y,2.878046058,Mt
1994,Alberta,41,Waste,Solid Waste,,,,2.734098983,Mt
1994,Alberta,42,Waste,Wastewater,,,,0.097520207,Mt
1994,Alberta,43,Waste,Waste Incineration,,,,0.046426869,Mt
1994,Alberta,36,Agriculture,,,,y,19.59827548,Mt
1994,Alberta,37,Agriculture,On Farm Fuel Use,,,,3.597616995,Mt
1994,Alberta,38,Agriculture,Crop Production,,,,3.885204975,Mt
1994,Alberta,39,Agriculture,Animal Production,,,,12.11545351,Mt
1995,Alberta,0,Provincial Inventory Total,,,,y,201.22272,Mt
1995,Alberta,1,Oil and Gas,,,,y,79.3052292,Mt
1995,Alberta,2,Oil and Gas,Upstream Oil and Gas,,,y,75.32858046,Mt
1995,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,33.94565434,Mt
1995,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,17.988299,Mt
1995,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,8.788254191,Mt
1995,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,,9.200044811,Mt
1995,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,y,17.63517887,Mt
1995,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Mining and Extraction,,2.822914797,Mt
1995,Alberta,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,,10.31711041,Mt
1995,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",In-situ,,4.495153665,Mt
1995,Alberta,44,Coal Production,,,,,0.781025848,Mt
1995,Alberta,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,5.759448246,Mt
1995,Alberta,13,Oil and Gas,Downstream Oil and Gas,,,y,3.976648743,Mt
1995,Alberta,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,3.512097227,Mt
1995,Alberta,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,0.464551516,Mt
1995,Alberta,16,Electricity,,,,,48.18185017,Mt
1995,Alberta,17,Transport,,,,y,15.91535556,Mt
1995,Alberta,18,Transport,Passenger Transport,,,y,8.614545304,Mt
1995,Alberta,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,7.681581361,Mt
1995,Alberta,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,0.932963943,Mt
1995,Alberta,21,Transport,Freight Transport,,,y,5.275490243,Mt
1995,Alberta,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,5.050518891,Mt
1995,Alberta,23,Transport,Freight Transport,Aviation and Marine,,,0.224971352,Mt
1995,Alberta,24,Transport,"Other: Recreational, Commercial and Residential",,,,2.025320016,Mt
1995,Alberta,25,Heavy Industry,,,,y,14.86305312,Mt
1995,Alberta,26,Heavy Industry,Mining,,,,0.086706814,Mt
1995,Alberta,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,,0.322933493,Mt
1995,Alberta,28,Heavy Industry,Pulp and Paper,,,,0.62978641,Mt
1995,Alberta,29,Heavy Industry,Iron and Steel,,,,0.111123598,Mt
1995,Alberta,30,Heavy Industry,Cement,,,,1.263029173,Mt
1995,Alberta,31,Heavy Industry,Lime and Gypsum,,,,0.223350511,Mt
1995,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,,,12.22612312,Mt
1995,Alberta,45,"Light Manufacturing, Construction and Forest Resources",,,,y,4.537320583,Mt
1995,Alberta,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,,3.641935819,Mt
1995,Alberta,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,,0.749678976,Mt
1995,Alberta,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,,0.145705788,Mt
1995,Alberta,33,Buildings,,,,y,13.93126415,Mt
1995,Alberta,34,Buildings,Service Industry,,,,6.207399268,Mt
1995,Alberta,35,Buildings,Residential,,,,7.723864879,Mt
1995,Alberta,40,Waste,,,,y,3.022577851,Mt
1995,Alberta,41,Waste,Solid Waste,,,,2.84124092,Mt
1995,Alberta,42,Waste,Wastewater,,,,0.099035081,Mt
1995,Alberta,43,Waste,Waste Incineration,,,,0.08230185,Mt
1995,Alberta,36,Agriculture,,,,y,20.68504354,Mt
1995,Alberta,37,Agriculture,On Farm Fuel Use,,,,3.872825522,Mt
1995,Alberta,38,Agriculture,Crop Production,,,,3.863857842,Mt
1995,Alberta,39,Agriculture,Animal Production,,,,12.94836018,Mt
1996,Alberta,0,Provincial Inventory Total,,,,y,207.9454062,Mt
1996,Alberta,1,Oil and Gas,,,,y,83.12547189,Mt
1996,Alberta,2,Oil and Gas,Upstream Oil and Gas,,,y,78.437729,Mt
1996,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,,35.94319241,Mt
1996,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,y,18.39246906,Mt
1996,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,,8.521153816,Mt
1996,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,,9.871315246,Mt
1996,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,y,18.20939616,Mt
1996,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Mining and Extraction,,2.855570252,Mt
1996,Alberta,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,,10.53975721,Mt
1996,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",In-situ,,4.814068706,Mt
1996,Alberta,44,Coal Production,,,,,0.850518554,Mt
1996,Alberta,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,,5.892671365,Mt
1996,Alberta,13,Oil and Gas,Downstream Oil and Gas,,,y,4.687742893,Mt
1996,Alberta,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,,4.218560296,Mt
1996,Alberta,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,,0.469182597,Mt
1996,Alberta,16,Electricity,,,,,47.53584039,Mt
1996,Alberta,17,Transport,,,,y,16.82462486,Mt
1996,Alberta,18,Transport,Passenger Transport,,,y,8.772831697,Mt
1996,Alberta,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,,7.755682614,Mt
1996,Alberta,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,,1.017149083,Mt
1996,Alberta,21,Transport,Freight Transport,,,y,6.038722763,Mt
1996,Alberta,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,,5.805498597,Mt
