Year,Region,Index,Source,Sector,Sub-sector,Sub-sub-sector,Total,CO2,CH4,N2O,HFCs,PFCs,SF6,NF3,CO2eq,Unit
1990,Alberta,0,Provincial Inventory Total,,,, y,126212.0252,1630.547337,17.93466136,0,0,7.95839E-05,0,176621.9061,kt
1991,Alberta,0,Provincial Inventory Total,,,, y,126251.5909,1656.087967,18.21267264,0,0,8.04076E-05,0,177450.3018,kt
1992,Alberta,0,Provincial Inventory Total,,,, y,131200.859,1750.177923,18.57920856,0,0,8.01069E-05,0,185131.2137,kt
1993,Alberta,0,Provincial Inventory Total,,,, y,135080.3775,1812.137326,20.10383297,0,0,8.04516E-05,0,191149.629,kt
1994,Alberta,0,Provincial Inventory Total,,,, y,142425.0562,1895.085315,20.24655184,0,0,8.11044E-05,0,200854.6872,kt
1995,Alberta,0,Provincial Inventory Total,,,, y,144969.6697,1992.278946,21.06110408,54.54541453,1.503432941,8.10485E-05,0,206392.6262,kt
1996,Alberta,0,Provincial Inventory Total,,,, y,148975.7233,2089.478338,21.83521168,98.9142615,1.275964559,5.84784E-05,0,213369.0123,kt
1997,Alberta,0,Provincial Inventory Total,,,, y,153797.1106,2094.919468,21.79063502,143.3430812,1.428386816,6.87694E-05,0,218375.7616,kt
1998,Alberta,0,Provincial Inventory Total,,,, y,153092.7881,2155.901524,22.46488651,210.4175616,1.383471572,7.94244E-05,0,219624.8932,kt
1999,Alberta,0,Provincial Inventory Total,,,, y,159513.3375,2130.392775,23.60032123,277.3533908,1.303497795,7.29805E-05,0,225698.7923,kt
2000,Alberta,0,Provincial Inventory Total,,,, y,166942.9314,2214.869579,24.24153141,353.9949285,1.898603325,7.68529E-05,0,235740.9851,kt
2001,Alberta,0,Provincial Inventory Total,,,, y,166589.6298,2240.841978,23.67579543,412.2764653,2.242954317,0.000101146,0,236024.1874,kt
2002,Alberta,0,Provincial Inventory Total,,,, y,168703.7798,2236.211109,22.96956615,463.3435508,1.684248313,5.83214E-05,0,237871.0242,kt
2003,Alberta,0,Provincial Inventory Total,,,, y,176935.6795,2218.621215,24.3648379,516.4983394,0.50231727,8.29237E-05,0,246032.705,kt
2004,Alberta,0,Provincial Inventory Total,,,, y,173586.0684,2293.880471,24.04984352,580.1996758,0.518432747,6.0579E-05,0,244770.0718,kt
2005,Alberta,0,Provincial Inventory Total,,,, y,176766.8035,2378.669087,24.55347776,640.1882772,0.55655252,2.53497E-05,0,250517.55,kt
2006,Alberta,0,Provincial Inventory Total,,,, y,183177.3467,2473.612399,23.94540021,700.6878895,0.564266823,4.14586E-05,0,259486.2513,kt
2007,Alberta,0,Provincial Inventory Total,,,, y,192445.6428,2432.067063,24.31469657,810.4698685,0.623482496,3.08751E-05,0,267798.7341,kt
2008,Alberta,0,Provincial Inventory Total,,,, y,190998.3735,2435.008318,24.0618331,846.8885437,0.720964521,0.000109925,0,266405.185,kt
2009,Alberta,0,Provincial Inventory Total,,,, y,187604.1298,2330.1375,21.52380933,931.6040651,0.652882571,9.39191E-05,0,259486.2534,kt
2010,Alberta,0,Provincial Inventory Total,,,, y,193487.0829,2422.164748,22.35478072,1009.485718,0.836749482,5.26352E-05,0,268243.2721,kt
2011,Alberta,0,Provincial Inventory Total,,,, y,201719.6009,2439.891599,22.91222909,1106.923699,1.305803576,6.96273E-05,0,277218.1721,kt
2012,Alberta,0,Provincial Inventory Total,,,, y,206592.5139,2514.263433,23.60509487,1193.137194,2.460583989,0.000167657,0,284446.7778,kt
2013,Alberta,0,Provincial Inventory Total,,,, y,214143.7295,2482.530581,24.61992943,1292.184413,1.70758207,0.000146564,0,291476.2033,kt
2014,Alberta,0,Provincial Inventory Total,,,, y,216559.8743,2470.497395,24.42198252,1425.903255,1.463582079,0.000169543,0,293636.9778,kt
2015,Alberta,0,Provincial Inventory Total,,,, y,214871.5022,2347.692052,24.48428018,1417.322254,1.558093545,0.000184887,0,288518.4391,kt
2016,Alberta,0,Provincial Inventory Total,,,, y,205196.7432,2192.86192,24.26002576,1420.865696,1.54060842,0.000154743,0,274451.8266,kt
2017,Alberta,0,Provincial Inventory Total,,,, y,216956.8152,2138.646091,23.01513414,1433.988382,1.637683502,9.83028E-05,0,284375.8525,kt
2018,Alberta,0,Provincial Inventory Total,,,, y,215618.8412,2118.323736,24.03295572,1579.933043,2.373829005,0.000142206,0,282886.2878,kt
2019,Alberta,0,Provincial Inventory Total,,,, y,219216.3596,2045.777725,24.63216323,1565.951635,3.150438186,0.000221452,0,284599.9654,kt
2020,Alberta,0,Provincial Inventory Total,,,, y,202952.0043,1961.322429,25.11154318,1512.886866,2.622017979,0.000200226,0,266043.8055,kt
2021,Alberta,0,Provincial Inventory Total,,,, y,204155.6206,2017.050685,24.20789468,1433.535787,2.245130008,0.000211478,0,268488.8825,kt
2022,Alberta,0,Provincial Inventory Total,,,, y,204007.8798,1900.450078,25.79939345,1402.798647,2.306102872,0.000182561,0,265466.7162,kt
2023,Alberta,0,Provincial Inventory Total,,,, y,204464.3554,1829.80981,23.76839398,1371.676125,2.614577191,0.0001812,0,263376.2033,kt
1990,Alberta,1,Oil and Gas,,,, y,39168.61565,1187.227528,0.62923747,0,0,0,0,72577.73435,kt
1991,Alberta,1,Oil and Gas,,,, y,39394.87876,1207.861252,0.625198682,0,0,0,0,73380.67145,kt
1992,Alberta,1,Oil and Gas,,,, y,42253.54214,1278.517767,0.672250946,0,0,0,0,78230.18612,kt
1993,Alberta,1,Oil and Gas,,,, y,45106.39904,1325.002686,0.721932971,0,0,0,0,82397.78647,kt
1994,Alberta,1,Oil and Gas,,,, y,45501.17339,1377.91201,0.735699816,0,0,0,0,84277.67012,kt
1995,Alberta,1,Oil and Gas,,,, y,45947.43895,1441.926108,0.737861457,0,0,0,0,86516.90326,kt
1996,Alberta,1,Oil and Gas,,,, y,47642.49843,1535.121542,0.75627062,0,0,0,0,90826.31332,kt
1997,Alberta,1,Oil and Gas,,,, y,48310.31406,1539.132174,0.759888986,0,0,0,0,91607.38552,kt
1998,Alberta,1,Oil and Gas,,,, y,48656.7877,1584.511997,0.811880611,0,0,0,0,93238.27198,kt
1999,Alberta,1,Oil and Gas,,,, y,56624.9142,1547.517961,1.008833913,0,0,0,0,100222.7581,kt
2000,Alberta,1,Oil and Gas,,,, y,60763.62399,1607.199476,1.117117656,0,0,0,0,106061.2455,kt
2001,Alberta,1,Oil and Gas,,,, y,63001.18018,1612.251255,1.196895803,0,0,0,0,108461.3927,kt
2002,Alberta,1,Oil and Gas,,,, y,64525.07961,1612.657527,1.22364041,0,0,0,0,110003.7551,kt
2003,Alberta,1,Oil and Gas,,,, y,69557.15822,1614.547923,1.291995432,0,0,0,0,115106.8789,kt
2004,Alberta,1,Oil and Gas,,,, y,67797.24149,1668.335484,1.221979105,0,0,0,0,114834.4595,kt
2005,Alberta,1,Oil and Gas,,,, y,70463.4669,1723.563913,1.285487146,0,0,0,0,119063.9106,kt
2006,Alberta,1,Oil and Gas,,,, y,74328.30147,1835.297208,1.341482574,0,0,0,0,126072.1162,kt
2007,Alberta,1,Oil and Gas,,,, y,79401.32753,1801.243472,1.403641972,0,0,0,0,130208.1099,kt
2008,Alberta,1,Oil and Gas,,,, y,77840.96651,1815.25541,1.426519202,0,0,0,0,129046.1456,kt
2009,Alberta,1,Oil and Gas,,,, y,79082.58852,1735.776174,1.374409707,0,0,0,0,128048.54,kt
2010,Alberta,1,Oil and Gas,,,, y,82450.35435,1848.805449,1.420407818,0,0,0,0,134593.315,kt
2011,Alberta,1,Oil and Gas,,,, y,88599.95568,1871.803004,1.543409046,0,0,0,0,141419.4432,kt
2012,Alberta,1,Oil and Gas,,,, y,91270.69466,1938.622901,1.671380734,0,0,0,0,145995.0518,kt
2013,Alberta,1,Oil and Gas,,,, y,97538.83491,1897.201721,1.693947869,0,0,0,0,151109.3793,kt
2014,Alberta,1,Oil and Gas,,,, y,99738.64556,1883.018077,1.769294003,0,0,0,0,152932.0146,kt
2015,Alberta,1,Oil and Gas,,,, y,103244.2927,1761.629278,1.840559319,0,0,0,0,153057.6607,kt
2016,Alberta,1,Oil and Gas,,,, y,96042.4922,1595.916812,1.757651908,0,0,0,0,141193.9407,kt
2017,Alberta,1,Oil and Gas,,,, y,105547.9607,1539.360479,1.934545644,0,0,0,0,149162.7087,kt
2018,Alberta,1,Oil and Gas,,,, y,112766.9755,1510.873025,2.101789904,0,0,0,0,155628.3946,kt
2019,Alberta,1,Oil and Gas,,,, y,115275.5105,1437.122571,2.13513503,0,0,0,0,156080.7532,kt
2020,Alberta,1,Oil and Gas,,,, y,110127.4692,1353.186528,2.011456594,0,0,0,0,148549.728,kt
2021,Alberta,1,Oil and Gas,,,, y,116171.2895,1405.477975,2.123408018,0,0,0,0,156087.3759,kt
2022,Alberta,1,Oil and Gas,,,, y,117711.7662,1281.199359,2.168182342,0,0,0,0,154159.9166,kt
2023,Alberta,1,Oil and Gas,,,, y,119236.4388,1224.603314,2.20169343,0,0,0,0,154108.7803,kt
1990,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,35993.0918,1172.263314,0.592755286,0,0,0,0,68973.54475,kt
1991,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,36095.16781,1192.898061,0.588904377,0,0,0,0,69652.37319,kt
1992,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,39094.48808,1263.544008,0.636652236,0,0,0,0,74642.43315,kt
1993,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,41860.56524,1309.930644,0.684119708,0,0,0,0,78719.91499,kt
1994,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,42369.36807,1362.785957,0.696649032,0,0,0,0,80711.98686,kt
1995,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,42465.96679,1426.957647,0.695608771,0,0,0,0,82605.11722,kt
1996,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,43460.75542,1520.188054,0.706640981,0,0,0,0,86213.2808,kt
1997,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,43379.97504,1524.338773,0.703690665,0,0,0,0,86247.93871,kt
1998,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,44150.47012,1569.807253,0.760367458,0,0,0,0,88306.57058,kt
1999,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,52638.92813,1532.614404,0.960101409,0,0,0,0,95806.55832,kt
2000,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,57554.43797,1593.348619,1.069294759,0,0,0,0,102451.5624,kt
2001,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,59442.85456,1598.360306,1.148061429,0,0,0,0,104501.1794,kt
2002,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,61094.92261,1599.171373,1.174855507,0,0,0,0,106183.0578,kt
2003,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,64981.39728,1600.809568,1.245468513,0,0,0,0,110134.1143,kt
2004,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,63851.09677,1654.906061,1.179221156,0,0,0,0,110500.9601,kt
2005,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,66672.91985,1710.269653,1.242503349,0,0,0,0,114889.7335,kt
2006,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,70418.11367,1823.406499,1.295519081,0,0,0,0,121816.8082,kt
2007,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,75335.30275,1790.36118,1.357078172,0,0,0,0,125825.0415,kt
2008,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,74309.73357,1806.244792,1.381048392,0,0,0,0,125250.5656,kt
2009,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,75517.8349,1726.808798,1.331222215,0,0,0,0,124221.2551,kt
2010,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,78521.51217,1840.501569,1.374978303,0,0,0,0,130419.9254,kt
2011,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,84583.03343,1863.431478,1.497226253,0,0,0,0,137155.8798,kt
2012,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,88122.7649,1931.299377,1.625966111,0,0,0,0,142630.0285,kt
2013,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,93932.38054,1890.409045,1.647231523,0,0,0,0,147300.3502,kt
2014,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,96344.58088,1876.963761,1.721012085,0,0,0,0,149355.6344,kt
2015,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,99387.55486,1755.732549,1.793389951,0,0,0,0,149023.3146,kt
2016,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,92465.21855,1590.499209,1.710755181,0,0,0,0,137452.5465,kt
2017,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,101555.4318,1534.008981,1.883464992,0,0,0,0,145006.8015,kt
2018,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,108684.8508,1505.743054,2.048684045,0,0,0,0,151388.5576,kt
2019,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,110887.017,1429.683308,2.081407949,0,0,0,0,151469.7227,kt
2020,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,106276.4688,1345.915592,1.957766933,0,0,0,0,144480.9136,kt
2021,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,112036.2975,1398.135146,2.066589953,0,0,0,0,151731.7279,kt
2022,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,113042.6032,1273.561724,2.107197519,0,0,0,0,149260.7388,kt
2023,Alberta,2,Oil and Gas,Upstream Oil and Gas,,, y,114827.291,1216.988849,2.142194808,0,0,0,0,149470.6604,kt
1990,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,17374.40188,488.0153577,0.385386488,0,0,0,0,31140.95931,kt
1991,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,16701.79252,498.874979,0.366792353,0,0,0,0,30767.49191,kt
1992,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,18006.85547,534.9079389,0.400413725,0,0,0,0,33090.3874,kt
1993,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,20006.35059,572.8668397,0.447802767,0,0,0,0,36165.28984,kt
1994,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,19624.97454,612.7803061,0.431503005,0,0,0,0,36897.17141,kt
1995,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,19626.10546,641.0498559,0.444242045,0,0,0,0,37693.22557,kt
1996,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,19847.61301,715.5425633,0.440474076,0,0,0,0,39999.53042,kt
1997,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,18491.38929,695.5539051,0.400755173,0,0,0,0,38073.09875,kt
1998,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,18333.95679,766.4921788,0.404583061,0,0,0,0,39902.9523,kt
1999,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,25816.46939,752.0574252,0.601469719,0,0,0,0,47033.46677,kt
2000,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,29927.08066,819.6913808,0.717723227,0,0,0,0,53068.63598,kt
2001,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,29524.00329,834.4410767,0.730737304,0,0,0,0,53081.99882,kt
2002,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,30118.7277,876.1892141,0.758272844,0,0,0,0,54852.968,kt
2003,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,30977.36189,902.6211977,0.772124527,0,0,0,0,56455.36842,kt
2004,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,27636.44052,975.5706577,0.673101593,0,0,0,0,55130.79086,kt
2005,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,30095.18398,1050.884854,0.752070542,0,0,0,0,59719.25859,kt
2006,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,28734.83861,1128.055724,0.7298457,0,0,0,0,60513.80799,kt
2007,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,31171.92368,1076.041737,0.774086701,0,0,0,0,61506.22529,kt
2008,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,29020.81465,1063.252118,0.751318908,0,0,0,0,58990.97347,kt
2009,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,27430.03824,1017.292519,0.708271446,0,0,0,0,56101.92072,kt
2010,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,24986.62658,1075.121445,0.67618425,0,0,0,0,55269.21587,kt
2011,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,27970.26027,1062.256648,0.743085619,0,0,0,0,57910.36409,kt
2012,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,26270.10908,1025.710053,0.746340151,0,0,0,0,55187.77072,kt
2013,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,27664.27578,988.3111865,0.728487633,0,0,0,0,55530.03823,kt
2014,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,26071.91345,992.4000931,0.704602269,0,0,0,0,54045.83566,kt
2015,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,25711.13357,960.3671543,0.697066027,0,0,0,0,52786.13639,kt
2016,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,21213.71054,901.7859523,0.58298867,0,0,0,0,46618.2092,kt
2017,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,22194.74329,882.3838803,0.618118263,0,0,0,0,47065.29328,kt
2018,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,23466.01312,858.1123516,0.660662546,0,0,0,0,47668.23454,kt
2019,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,24007.27333,812.2400004,0.669043881,0,0,0,0,46927.28997,kt
2020,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,22415.25838,792.8666428,0.615811778,0,0,0,0,44778.7145,kt
2021,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,22934.42594,838.8625656,0.626022466,0,0,0,0,46588.47373,kt
2022,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,22349.25439,696.6112152,0.605419405,0,0,0,0,42014.80456,kt
2023,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,22824.83264,618.9609904,0.623749562,0,0,0,0,40321.03401,kt
1990,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,3981.100409,524.4670411,0.048428543,0,0,0,0,18679.01112,kt
1991,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4270.648753,534.752824,0.045713766,0,0,0,0,19255.84197,kt
1992,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4709.562192,569.1583862,0.051122186,0,0,0,0,20659.54438,kt
1993,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4728.343079,584.1856653,0.05837374,0,0,0,0,21101.01075,kt
1994,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4372.997829,590.8381701,0.056271885,0,0,0,0,20931.37864,kt
1995,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4561.843876,615.412397,0.058883195,0,0,0,0,21808.99504,kt
1996,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4788.43761,628.0131545,0.059797898,0,0,0,0,22388.65238,kt
1997,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4589.279406,624.6848961,0.055586555,0,0,0,0,22095.18693,kt
1998,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,3641.133938,592.2268571,0.049509714,0,0,0,0,20236.60601,kt
1999,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4372.282061,586.8695012,0.075117872,0,0,0,0,20824.53433,kt
2000,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5369.635304,567.9109084,0.092119235,0,0,0,0,21295.55234,kt
2001,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4740.010664,542.9780661,0.093008316,0,0,0,0,19968.04372,kt
2002,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4599.430483,509.2151869,0.097194503,0,0,0,0,18883.21226,kt
2003,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4578.560529,493.3528286,0.101091477,0,0,0,0,18419.22897,kt
2004,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4126.23118,470.6590073,0.093315542,0,0,0,0,17329.412,kt
2005,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4665.930937,445.9787439,0.110489254,0,0,0,0,17182.61542,kt
2006,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4427.892845,456.7824735,0.103445167,0,0,0,0,17245.21507,kt
2007,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5265.29889,459.8799115,0.126269696,0,0,0,0,18175.39788,kt
2008,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5343.581956,471.7495817,0.136170957,0,0,0,0,18588.65555,kt
2009,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5002.498556,441.5578042,0.126538609,0,0,0,0,17399.64981,kt
2010,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5128.246392,484.4763708,0.128685174,0,0,0,0,18727.68635,kt
2011,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,6679.395487,517.5502264,0.156086319,0,0,0,0,21212.1647,kt
2012,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,7097.185123,559.9782774,0.177708194,0,0,0,0,22823.66956,kt
2013,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,7330.87033,580.5922543,0.185683256,0,0,0,0,23636.65951,kt
2014,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,6423.008817,579.9433178,0.170296445,0,0,0,0,22706.55027,kt
2015,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5955.694228,536.0982064,0.166651515,0,0,0,0,21010.60666,kt
2016,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4694.620539,470.882896,0.13759219,0,0,0,0,17915.80356,kt
2017,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5465.862106,453.0841231,0.170273265,0,0,0,0,18197.33997,kt
2018,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5957.617426,451.7763733,0.189255803,0,0,0,0,18657.50867,kt
2019,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5822.774983,432.4374666,0.182321181,0,0,0,0,17979.33916,kt
2020,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4935.979931,389.9846458,0.152034111,0,0,0,0,15895.83905,kt
2021,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5348.334595,402.3075482,0.167357909,0,0,0,0,16657.29579,kt
2022,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5244.679735,407.2401558,0.161744964,0,0,0,0,16690.26651,kt
2023,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5280.60543,419.0081082,0.159128491,0,0,0,0,17055.00151,kt
1990,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,2666.127973,389.9820968,0.03143984,0,0,0,0,13593.95824,kt
1991,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,2856.344003,381.8277668,0.029927906,0,0,0,0,13555.45237,kt
1992,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3099.882641,382.3909382,0.033340965,0,0,0,0,13815.66427,kt
1993,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3094.748152,399.8468226,0.037676451,0,0,0,0,14300.44345,kt
1994,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,2877.237387,404.2544372,0.036308779,0,0,0,0,14205.98346,kt
1995,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3002.208623,407.4347694,0.037978729,0,0,0,0,14420.44653,kt
1996,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,2932.823967,405.0735451,0.037240437,0,0,0,0,14284.75195,kt
1997,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,2777.219057,406.0517045,0.034234514,0,0,0,0,14155.73893,kt
1998,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,2357.89785,390.4558962,0.031392157,0,0,0,0,13298.98186,kt
1999,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,2766.630267,375.8671808,0.047104337,0,0,0,0,13303.39398,kt
2000,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3382.884733,375.3038053,0.05733019,0,0,0,0,13906.58378,kt
2001,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3060.045008,379.6340354,0.059215366,0,0,0,0,13705.49007,kt
2002,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3001.633544,373.6495383,0.062617293,0,0,0,0,13480.4142,kt
2003,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3065.962671,380.5959798,0.065719529,0,0,0,0,13740.06578,kt
2004,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,2914.425618,381.9630818,0.062640245,0,0,0,0,13625.99157,kt
2005,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3346.991952,383.3388166,0.075610649,0,0,0,0,14100.51564,kt
2006,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3101.936407,385.6031601,0.068122037,0,0,0,0,13916.87723,kt
2007,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3504.606524,386.4310325,0.080466036,0,0,0,0,14345.99893,kt
2008,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3490.580111,395.9927334,0.08513273,0,0,0,0,14600.93682,kt
