Year,Region,Index,Source,Sector,Sub-sector,Sub-sub-sector,Total,CO2,CH4,N2O,HFCs,PFCs,SF6,NF3,CO2eq,Unit
2010,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,527.8034904,0.025138646,0.006369953,0,0,0,0,530.1954099,kt
2011,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,509.9659398,0.026158908,0.007389209,0,0,0,0,512.6565295,kt
2012,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,484.8995673,0.024172842,0.009745274,0,0,0,0,488.1589044,kt
2013,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,475.6801113,0.025844719,0.0129596,0,0,0,0,479.8380574,kt
2014,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,423.4653613,0.020349936,0.013865175,0,0,0,0,427.709431,kt
2015,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,431.9231429,0.01818906,0.016629376,0,0,0,0,436.8392212,kt
2016,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,404.6691923,0.016984662,0.017778135,0,0,0,0,409.8559685,kt
2017,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,442.7081226,0.020031146,0.023203261,0,0,0,0,449.4178588,kt
2018,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,455.1654825,0.020032033,0.027416047,0,0,0,0,462.9916318,kt
2019,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,496.8377299,0.020540762,0.032997758,0,0,0,0,506.1572773,kt
2020,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,430.0848269,0.017602679,0.030333019,0,0,0,0,438.615952,kt
2021,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,427.1455698,0.017662413,0.033081341,0,0,0,0,436.4066727,kt
2022,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,407.3156676,0.015977389,0.031941335,0,0,0,0,416.2274883,kt
2023,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,, ,381.2729645,0.014925773,0.030367645,0,0,0,0,389.7383122,kt
1990,Saskatchewan,0,Provincial Inventory Total,,,, y,28269.51986,640.4021178,8.694193985,0,0,7.74647E-05,0,48506.56098,kt
1991,Saskatchewan,0,Provincial Inventory Total,,,, y,29436.04326,713.1144552,8.602187208,0,0,7.74647E-05,0,51684.64803,kt
1992,Saskatchewan,0,Provincial Inventory Total,,,, y,32801.46162,804.2541719,9.476122754,0,0,7.74647E-05,0,57833.57138,kt
1993,Saskatchewan,0,Provincial Inventory Total,,,, y,34437.68803,895.0745141,10.39967242,0,0,7.74647E-05,0,62257.50804,kt
1994,Saskatchewan,0,Provincial Inventory Total,,,, y,36413.79976,991.1367703,11.03101051,0,0,7.74647E-05,0,67090.66753,kt
1995,Saskatchewan,0,Provincial Inventory Total,,,, y,37082.46075,1082.684897,11.52330156,16.0166981,0.000879519,7.74647E-05,0,70469.15076,kt
1996,Saskatchewan,0,Provincial Inventory Total,,,, y,38253.9573,1100.322756,12.75591621,28.61927264,0.021335794,5.56509E-05,0,72473.26066,kt
1997,Saskatchewan,0,Provincial Inventory Total,,,, y,38658.94905,1173.27858,13.11572916,39.62388183,0.128191351,6.6307E-05,0,75027.7278,kt
1998,Saskatchewan,0,Provincial Inventory Total,,,, y,38449.41746,1151.347829,12.81592404,56.83118456,0.141704885,7.40987E-05,0,74142.09075,kt
1999,Saskatchewan,0,Provincial Inventory Total,,,, y,38498.14867,1148.992803,12.81304095,72.5652359,0.18275958,7.34178E-05,0,74139.87631,kt
2000,Saskatchewan,0,Provincial Inventory Total,,,, y,38434.37351,1229.024828,13.21338731,91.19489596,0.162320718,7.61589E-05,0,76441.76328,kt
2001,Saskatchewan,0,Provincial Inventory Total,,,, y,37789.82869,1258.276557,12.16066006,104.257517,0.122294766,9.94607E-05,0,76350.86435,kt
2002,Saskatchewan,0,Provincial Inventory Total,,,, y,39111.33241,1259.752193,11.89509873,121.2080608,0.102276823,5.17712E-05,0,77659.12194,kt
2003,Saskatchewan,0,Provincial Inventory Total,,,, y,39993.81373,1282.278744,13.95754648,132.3788237,0.102645241,8.10445E-05,0,79730.7544,kt
2004,Saskatchewan,0,Provincial Inventory Total,,,, y,41179.75605,1316.05252,13.66714925,144.5220666,0.092213113,0.0000768,0,81797.44025,kt
2005,Saskatchewan,0,Provincial Inventory Total,,,, y,39949.29905,1308.261742,14.02643942,156.0553931,0.127609503,0.000055,0,80455.10978,kt
2006,Saskatchewan,0,Provincial Inventory Total,,,, y,39933.00096,1297.842769,13.09495558,169.2538449,0.140681454,0.000108,0,79914.69424,kt
2007,Saskatchewan,0,Provincial Inventory Total,,,, y,42588.58073,1240.327682,13.62124457,194.7740292,0.153197433,0.000133,0,81125.43837,kt
2008,Saskatchewan,0,Provincial Inventory Total,,,, y,42901.10972,1194.328152,15.42215552,213.7458603,0.163911786,0.00003469,0,80643.89417,kt
2009,Saskatchewan,0,Provincial Inventory Total,,,, y,43420.90614,1080.181877,14.7797141,241.7329092,0.191008273,2.56733E-05,0,77825.15016,kt
2010,Saskatchewan,0,Provincial Inventory Total,,,, y,44023.92201,1044.323938,13.70138822,267.2102734,0.242489987,0.0000588,0,77164.69471,kt
2011,Saskatchewan,0,Provincial Inventory Total,,,, y,43737.54018,1059.740999,14.40915997,280.6885161,0.413690825,0.0000516,0,77511.03035,kt
2012,Saskatchewan,0,Provincial Inventory Total,,,, y,45859.34231,1109.437205,16.11468902,309.5447333,0.935947449,0.000033,0,81505.23282,kt
2013,Saskatchewan,0,Provincial Inventory Total,,,, y,46227.73533,1136.089857,18.19202311,333.2462218,0.4720877,0.00003987,0,83193.79271,kt
2014,Saskatchewan,0,Provincial Inventory Total,,,, y,47104.75573,1224.393032,17.06496231,356.5929768,0.327944821,0.00001858,0,86267.33321,kt
2015,Saskatchewan,0,Provincial Inventory Total,,,, y,48460.94933,1208.486727,17.82293991,366.1737772,0.297737693,0.00003184,0,87388.87651,kt
2016,Saskatchewan,0,Provincial Inventory Total,,,, y,47321.02221,1059.374034,18.45393739,371.3188634,0.286756449,0.0000166,0,82245.7843,kt
2017,Saskatchewan,0,Provincial Inventory Total,,,, y,49484.71739,1154.726451,18.69998827,377.5867802,0.280633087,0.000035,0,87151.24482,kt
2018,Saskatchewan,0,Provincial Inventory Total,,,, y,51269.91567,1136.288834,19.28780384,411.1673792,0.534036508,0.000012,0,88609.25447,kt
2019,Saskatchewan,0,Provincial Inventory Total,,,, y,50465.46899,1077.107727,19.40324767,404.5385442,0.70461489,0.00002132,0,86172.09015,kt
2020,Saskatchewan,0,Provincial Inventory Total,,,, y,46134.79687,818.618964,19.34831557,404.9572124,0.588622282,0.00002027,0,74589.45367,kt
2021,Saskatchewan,0,Provincial Inventory Total,,,, y,49724.01282,766.6276253,18.25647229,380.4068559,0.438951929,0.00004004,0,76409.33823,kt
2022,Saskatchewan,0,Provincial Inventory Total,,,, y,49071.91904,730.0188777,20.20301912,363.4089043,0.434828569,0.00002563,0,75230.69372,kt
2023,Saskatchewan,0,Provincial Inventory Total,,,, y,48685.3078,701.0885256,19.77661898,355.1472482,0.482253952,0.000025265,0,73912.81378,kt
1990,Saskatchewan,1,Oil and Gas,,,, y,4129.539137,456.1408254,0.089003311,0,0,0,0,16925.06812,kt
1991,Saskatchewan,1,Oil and Gas,,,, y,4311.707705,521.6136166,0.094168493,0,0,0,0,18941.84362,kt
1992,Saskatchewan,1,Oil and Gas,,,, y,5823.9446,593.577336,0.236487605,0,0,0,0,22506.77922,kt
1993,Saskatchewan,1,Oil and Gas,,,, y,7071.488533,675.8649377,0.33201143,0,0,0,0,26083.68982,kt
1994,Saskatchewan,1,Oil and Gas,,,, y,7231.262488,764.1618372,0.325945223,0,0,0,0,28714.16941,kt
1995,Saskatchewan,1,Oil and Gas,,,, y,7708.809353,841.9733872,0.329624329,0,0,0,0,31371.41464,kt
1996,Saskatchewan,1,Oil and Gas,,,, y,7640.564195,853.1455345,0.322763372,0,0,0,0,31614.17145,kt
1997,Saskatchewan,1,Oil and Gas,,,, y,7910.531777,927.9664699,0.348223067,0,0,0,0,33985.87205,kt
1998,Saskatchewan,1,Oil and Gas,,,, y,8174.864048,902.4539348,0.352080402,0,0,0,0,33536.87553,kt
1999,Saskatchewan,1,Oil and Gas,,,, y,8216.616521,898.5958798,0.382280568,0,0,0,0,33478.60551,kt
2000,Saskatchewan,1,Oil and Gas,,,, y,8968.198722,972.2287609,0.388188317,0,0,0,0,36293.47393,kt
2001,Saskatchewan,1,Oil and Gas,,,, y,8430.672255,990.4263144,0.37647716,0,0,0,0,36262.37551,kt
2002,Saskatchewan,1,Oil and Gas,,,, y,9157.637145,985.782262,0.397669821,0,0,0,0,36864.92298,kt
2003,Saskatchewan,1,Oil and Gas,,,, y,9275.074383,992.2137204,0.422612616,0,0,0,0,37169.0509,kt
2004,Saskatchewan,1,Oil and Gas,,,, y,9943.162262,1010.939938,0.402603684,0,0,0,0,38356.17051,kt
2005,Saskatchewan,1,Oil and Gas,,,, y,9851.285037,989.8102814,0.398610754,0,0,0,0,37671.60477,kt
2006,Saskatchewan,1,Oil and Gas,,,, y,9599.616681,983.4248563,0.404913158,0,0,0,0,37242.81464,kt
2007,Saskatchewan,1,Oil and Gas,,,, y,10882.69406,935.8832756,0.398066999,0,0,0,0,37192.91353,kt
2008,Saskatchewan,1,Oil and Gas,,,, y,10316.02659,898.3530348,0.436995899,0,0,0,0,35585.71548,kt
2009,Saskatchewan,1,Oil and Gas,,,, y,10255.84982,803.0659649,0.447468939,0,0,0,0,32860.2761,kt
2010,Saskatchewan,1,Oil and Gas,,,, y,10219.60941,776.9209546,0.413404379,0,0,0,0,32082.9483,kt
2011,Saskatchewan,1,Oil and Gas,,,, y,10308.87403,796.8386422,0.427588819,0,0,0,0,32733.66705,kt
2012,Saskatchewan,1,Oil and Gas,,,, y,11162.44919,844.0032592,0.468056789,0,0,0,0,34918.57549,kt
2013,Saskatchewan,1,Oil and Gas,,,, y,11329.81384,873.4247543,0.427723236,0,0,0,0,35899.05362,kt
2014,Saskatchewan,1,Oil and Gas,,,, y,12064.31107,967.7573072,0.550510199,0,0,0,0,39307.40088,kt
2015,Saskatchewan,1,Oil and Gas,,,, y,12104.16458,953.6866381,0.440864788,0,0,0,0,38924.21961,kt
2016,Saskatchewan,1,Oil and Gas,,,, y,11284.96216,803.2039862,0.429192852,0,0,0,0,33888.40988,kt
2017,Saskatchewan,1,Oil and Gas,,,, y,11380.4915,895.193296,0.41980584,0,0,0,0,36557.15233,kt
2018,Saskatchewan,1,Oil and Gas,,,, y,11869.62457,879.3889309,0.459022425,0,0,0,0,36614.15557,kt
2019,Saskatchewan,1,Oil and Gas,,,, y,11827.76836,820.7021522,0.457648561,0,0,0,0,34928.70549,kt
2020,Saskatchewan,1,Oil and Gas,,,, y,11047.3281,561.9282299,0.393435808,0,0,0,0,26885.57903,kt
2021,Saskatchewan,1,Oil and Gas,,,, y,12030.33948,508.6455901,0.461313287,0,0,0,0,26394.66402,kt
2022,Saskatchewan,1,Oil and Gas,,,, y,12736.86596,480.3443453,0.448588591,0,0,0,0,26305.38361,kt
2023,Saskatchewan,1,Oil and Gas,,,, y,12744.84967,455.0312462,0.460023934,0,0,0,0,25607.63091,kt
1990,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,3459.335472,444.4542527,0.079287891,0,0,0,0,15925.06584,kt
1991,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,3768.430635,509.5149163,0.085012272,0,0,0,0,18057.37654,kt
1992,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,5236.254868,581.3489258,0.226006623,0,0,0,0,21573.91655,kt
1993,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,6441.928343,663.5860603,0.32077063,0,0,0,0,25107.34225,kt
1994,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,6470.547951,751.7845882,0.313796397,0,0,0,0,27603.67247,kt
1995,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,7013.524867,829.6983357,0.317408876,0,0,0,0,30329.19162,kt
1996,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,6835.567457,840.9000913,0.31214024,0,0,0,0,30463.48718,kt
1997,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,7221.322523,915.9091271,0.337525582,0,0,0,0,32956.22236,kt
1998,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,7493.102894,890.232661,0.341897795,0,0,0,0,32510.22032,kt
1999,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,7557.50369,886.4388196,0.369375206,0,0,0,0,32475.67507,kt
2000,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,8280.159401,961.3542979,0.377782514,0,0,0,0,35298.19211,kt
2001,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,7683.365084,979.6270237,0.365801595,0,0,0,0,35209.85917,kt
2002,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,8277.394394,975.0383882,0.385122924,0,0,0,0,35680.52684,kt
2003,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,8271.299388,981.9074651,0.408345071,0,0,0,0,35872.91985,kt
2004,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,8836.197852,1001.122697,0.38611719,0,0,0,0,36969.95443,kt
2005,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,9028.74049,979.5030764,0.383979917,0,0,0,0,36556.58131,kt
2006,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,8694.043576,973.4680396,0.390099231,0,0,0,0,36054.52498,kt
2007,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,9984.08877,926.1528383,0.382794987,0,0,0,0,36017.80891,kt
2008,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,9404.662199,888.8508011,0.420568073,0,0,0,0,34403.93517,kt
2009,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,9247.599335,793.6558785,0.429877763,0,0,0,0,31583.88154,kt
2010,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,9057.435376,769.9738617,0.394431468,0,0,0,0,30721.22784,kt
2011,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,9243.486215,789.8527675,0.409226927,0,0,0,0,31467.80884,kt
2012,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,9987.541706,837.7293027,0.44743368,0,0,0,0,33562.53211,kt
2013,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,10146.59322,866.3848417,0.403616969,0,0,0,0,34512.32728,kt
2014,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,10889.47421,959.6329705,0.528659305,0,0,0,0,37899.2921,kt
2015,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,10827.79942,948.6027672,0.419128946,0,0,0,0,37499.74608,kt
2016,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,9994.663618,801.1799186,0.407271908,0,0,0,0,32535.6284,kt
2017,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,10081.68195,893.1641668,0.398701273,0,0,0,0,35195.93446,kt
2018,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,10671.39158,877.5450632,0.437360711,0,0,0,0,35358.55394,kt
2019,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,10550.07203,817.2612007,0.437770894,0,0,0,0,33549.39494,kt
2020,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,9932.119429,559.2851282,0.374745271,0,0,0,0,25691.41051,kt
2021,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,10776.51595,505.8447013,0.441728387,0,0,0,0,25057.22561,kt
2022,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,11511.75678,477.9191328,0.429035434,0,0,0,0,25007.18689,kt
2023,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,, y,11481.86727,452.5924977,0.44006114,0,0,0,0,24271.0734,kt
1990,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,698.3757597,42.2814799,0.020027157,0,0,0,0,1887.564394,kt
1991,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,785.7253356,44.05999538,0.022603482,0,0,0,0,2025.395129,kt
1992,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,807.828838,43.37784635,0.024325948,0,0,0,0,2028.854912,kt
1993,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,936.8084839,44.44141147,0.026819289,0,0,0,0,2188.275117,kt
1994,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,878.9861628,48.17026465,0.023380054,0,0,0,0,2233.949287,kt
1995,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,815.5769426,50.07624941,0.019245463,0,0,0,0,2222.811974,kt
1996,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,784.5287904,46.98944669,0.018311296,0,0,0,0,2105.085791,kt
1997,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,831.5700265,46.94385454,0.019255271,0,0,0,0,2151.100601,kt
1998,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,921.3172357,47.0779869,0.022198918,0,0,0,0,2245.383582,kt
1999,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,956.5104535,51.73140236,0.02372158,0,0,0,0,2411.275938,kt
2000,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,983.951774,52.02595324,0.02355206,0,0,0,0,2446.91976,kt
2001,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,1093.150675,54.32516243,0.027659021,0,0,0,0,2621.584864,kt
2002,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,1656.300479,55.71690135,0.06151835,0,0,0,0,3232.67608,kt
2003,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,1842.02349,61.2457848,0.06736777,0,0,0,0,3574.757924,kt
2004,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,1760.106994,63.87023418,0.061145458,0,0,0,0,3564.677097,kt
2005,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,1306.359936,65.85435141,0.03277732,0,0,0,0,3158.967765,kt
2006,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,1331.656849,69.39319802,0.033494009,0,0,0,0,3283.542305,kt
2007,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,1310.990698,67.06290997,0.032365721,0,0,0,0,3197.329094,kt
2008,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,1288.311721,64.93798807,0.032636057,0,0,0,0,3115.223943,kt
2009,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,1211.535694,62.70748411,0.031094549,0,0,0,0,2975.585304,kt
2010,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,1073.247869,58.74502705,0.027168533,0,0,0,0,2725.308287,kt
2011,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,976.9379699,56.21877651,0.024774483,0,0,0,0,2557.62895,kt
2012,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,958.1776234,54.37916273,0.024628224,0,0,0,0,2487.320659,kt
2013,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,887.8219569,53.48716469,0.020338718,0,0,0,0,2390.852328,kt
2014,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,907.0682045,53.11334463,0.020781428,0,0,0,0,2399.748933,kt
2015,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,890.6915168,50.09641445,0.020584639,0,0,0,0,2298.846051,kt
2016,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,861.7917243,47.30555965,0.019890142,0,0,0,0,2191.618282,kt
2017,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,900.841918,46.03383197,0.020392268,0,0,0,0,2195.193164,kt
2018,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,866.2840241,43.33709069,0.021054457,0,0,0,0,2085.301994,kt
2019,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,875.923477,39.87647356,0.022859194,0,0,0,0,1998.522423,kt
2020,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,855.9903681,24.16123233,0.019319494,0,0,0,0,1537.624539,kt
2021,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,802.3597004,19.90761941,0.017279015,0,0,0,0,1364.351983,kt
2022,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,789.9518077,26.59126697,0.017974728,0,0,0,0,1539.270586,kt
2023,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,, ,799.9695495,37.23996959,0.017404615,0,0,0,0,1847.300921,kt
1990,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,1240.308194,374.4962064,0.017717145,0,0,0,0,11730.89702,kt
1991,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,1331.247313,437.2252242,0.017290179,0,0,0,0,13578.13549,kt
1992,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,1322.617569,489.9533999,0.018368136,0,0,0,0,15046.18032,kt
1993,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,1867.333168,561.5037852,0.02870229,0,0,0,0,17597.04526,kt
1994,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,2129.770555,645.7671684,0.029958619,0,0,0,0,20219.1903,kt
1995,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,2354.386337,725.6029274,0.034081746,0,0,0,0,22680.29997,kt
1996,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,2318.462402,739.4968113,0.030653311,0,0,0,0,23032.49625,kt
1997,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,2840.421536,816.7874731,0.040036106,0,0,0,0,25721.08035,kt
1998,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,2843.168036,790.7900427,0.036691454,0,0,0,0,24995.01247,kt
1999,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,2502.261325,782.1145138,0.036557102,0,0,0,0,24411.15534,kt
2000,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,3045.480293,872.8673264,0.048573584,0,0,0,0,27498.63743,kt
2001,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,2914.960816,891.0686393,0.043882914,0,0,0,0,27876.51169,kt
2002,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,2675.382337,880.5901592,0.040943555,0,0,0,0,27342.75684,kt
2003,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,2853.976827,880.0323079,0.045130976,0,0,0,0,27506.84116,kt
2004,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,3362.064707,903.0164564,0.056052393,0,0,0,0,28661.37937,kt
2005,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,3567.718131,885.8835715,0.063827205,0,0,0,0,28389.37234,kt
2006,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,3447.553631,876.0399474,0.062844776,0,0,0,0,27993.32602,kt
2007,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4272.287877,828.3997506,0.072360005,0,0,0,0,27486.6563,kt
2008,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,3944.802472,793.1704076,0.073325755,0,0,0,0,26173.00521,kt
2009,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,3778.66116,712.4991064,0.074756304,0,0,0,0,23748.44656,kt
2010,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4131.138835,693.7208613,0.078007935,0,0,0,0,23575.99505,kt
2011,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4321.257595,714.3782166,0.082575796,0,0,0,0,24345.73025,kt
2012,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,4896.699225,761.3910378,0.093874407,0,0,0,0,26240.525,kt
2013,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5258.761765,787.826638,0.092283318,0,0,0,0,27342.36271,kt
2014,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5705.765504,880.854718,0.092219473,0,0,0,0,30394.13577,kt
2015,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5894.388394,879.0586402,0.096733805,0,0,0,0,30533.66478,kt
2016,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5800.060913,738.9926101,0.097215222,0,0,0,0,26517.61603,kt
2017,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,5975.813382,831.3696639,0.102627246,0,0,0,0,29281.36019,kt
2018,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,6265.798073,817.6219984,0.112631372,0,0,0,0,29189.06134,kt
2019,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,6118.330626,764.7921349,0.112568317,0,0,0,0,27562.34101,kt
2020,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,6005.541825,524.3835287,0.1032598,0,0,0,0,20715.64448,kt
2021,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,6352.024411,475.8778872,0.10560575,0,0,0,0,19704.59078,kt
2022,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,6926.720068,441.8680056,0.11930341,0,0,0,0,19330.63963,kt
2023,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,, y,7140.921724,406.2054264,0.12406035,0,0,0,0,18547.54966,kt
1990,Saskatchewan,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,907.9217729,120.4024568,0.011274252,0,0,0,0,4282.178239,kt
